Running object 17999
('ROW:', 17999, 'Tau:', '2.930635198725901', 'V:', '-0.5747739228920569', 'dMu:', '-0.036314921025907596')
         12253849 function calls (12171010 primitive calls) in 95.101 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.015    0.015 pyparsing.py:5353(pyparsing_common)
       18    0.000    0.000    0.001    0.000 markers.py:368(_set_circle)
       60    0.000    0.000    0.012    0.000 axis.py:708(_set_scale)
        2    0.000    0.000    0.001    0.001 figure.py:267(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        2    0.000    0.000    0.004    0.002 legend.py:149(__init__)
      152    0.000    0.000    0.000    0.000 core.py:597(filled)
       38    0.000    0.000    0.017    0.000 mathtext.py:909(_get_glyph)
      148    0.000    0.000    0.006    0.000 transforms.py:2716(get_transformed_points_and_affine)
        8    0.000    0.000    0.000    0.000 _axes.py:2926(xywhere)
      193    0.000    0.000    0.001    0.000 transforms.py:2626(get_matrix)
        1    0.000    0.000    0.001    0.001 collections.py:1862(convert_mesh_to_triangles)
      112    0.000    0.000    0.001    0.000 ticker.py:546(__call__)
        1    0.000    0.000    0.001    0.001 metadata.py:4(<module>)
       91    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       75    0.000    0.000    0.000    0.000 cm.py:145(get_cmap)
      138    0.000    0.000    0.001    0.000 utils.py:30(_get_first_sentence)
       60    0.000    0.000    0.000    0.000 scale.py:527(scale_factory)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
        2    0.000    0.000    0.001    0.001 function_base.py:4298(_percentile)
      210    0.000    0.000    0.000    0.000 figure.py:234(_update_this)
        1    0.000    0.000    0.001    0.001 cds.py:9(<module>)
      138    0.000    0.000    0.001    0.000 axis.py:282(set_label2)
      947    0.000    0.000    0.000    0.000 core.py:591(bases)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
      688    0.000    0.000    0.000    0.000 core.py:941(<genexpr>)
        1    0.000    0.000    0.001    0.001 daophot.py:9(<module>)
       17    0.000    0.000    0.001    0.000 cbook.py:1373(bubble)
        1    0.000    0.000    0.000    0.000 core.py:8(<module>)
       19    0.000    0.000    0.000    0.000 _base.py:1334(set_anchor)
       30    0.000    0.000    0.000    0.000 _base.py:168(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 __init__.py:60(<module>)
        5    0.000    0.000    0.002    0.000 codegen.py:30(make_function_with_signature)
       30    0.000    0.000    0.018    0.001 records.py:472(__setattr__)
        1    0.000    0.000    0.001    0.001 newbytes.py:6(<module>)
       67    0.000    0.000    0.001    0.000 genericpath.py:34(isfile)
       33    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       10    0.000    0.000    0.001    0.000 patches.py:1004(set_xy)
        1    0.000    0.000    0.001    0.001 hdulist.py:3(<module>)
       10    0.000    0.000    0.005    0.000 _base.py:297(_makeline)
        1    0.000    0.000    0.000    0.000 ui.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        2    0.000    0.000    0.000    0.000 column.py:1413(formats)
      138    0.000    0.000    0.001    0.000 axis.py:271(set_label1)
        2    0.000    0.000    0.001    0.001 util.py:1(<module>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1756(<genexpr>)
       56    0.000    0.000    0.000    0.000 yacc.py:1384(__init__)
       88    0.000    0.000    0.000    0.000 axis.py:717(limit_range_for_scale)
       37    0.000    0.000    0.006    0.000 _base.py:2790(set_xbound)
       30    0.000    0.000    0.001    0.000 collections.py:528(set_linestyle)
       30    0.000    0.000    0.011    0.000 _base.py:848(_update_transScale)
       28    0.000    0.000    0.004    0.000 arrayprint.py:367(_get_format_function)
        7    0.000    0.000    0.001    0.000 core.py:116(__init__)
      129    0.000    0.000    0.000    0.000 quantity.py:398(__array_finalize__)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
       39    0.000    0.000    0.003    0.000 core.py:7759(asarray)
      110    0.000    0.000    0.004    0.000 core.py:653(__pow__)
       34    0.000    0.000    0.000    0.000 collections.py:125(items)
        5    0.000    0.000    0.140    0.028 mathtext.py:888(__init__)
       28    0.000    0.000    0.003    0.000 arrayprint.py:777(__init__)
      855    0.000    0.000    0.000    0.000 core.py:598(powers)
      522    0.000    0.000    0.000    0.000 path.py:280(should_simplify)
        3    0.000    0.000    0.004    0.001 _axes.py:5481(pcolormesh)
      488    0.000    0.000    0.000    0.000 font_manager.py:1140(score_style)
       14    0.000    0.000    0.000    0.000 cbook.py:1487(safezip)
       15    0.000    0.000    0.000    0.000 figure.py:843(fixlist)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
        4    0.000    0.000    0.000    0.000 core.py:279(__exit__)
       20    0.000    0.000    0.001    0.000 fitsrec.py:866(_convert_other)
       19    0.000    0.000    0.001    0.000 _funcsigs.py:469(__init__)
      105    0.000    0.000    0.000    0.000 fromnumeric.py:1613(shape)
      189    0.000    0.000    0.000    0.000 cbook.py:1685(clean)
       26    0.000    0.000    0.006    0.000 _subplots.py:109(update_params)
       41    0.000    0.000    0.001    0.000 shape_base.py:182(vstack)
       11    0.000    0.000    0.023    0.002 artist.py:1508(kwdoc)
       28    0.000    0.000    0.000    0.000 arrayprint.py:314(_get_formatdict)
       24    0.000    0.000    0.002    0.000 _base.py:1949(update_datalim)
        1    0.000    0.000    0.000    0.000 _funcsigs.py:6(<module>)
        9    0.000    0.000    0.001    0.000 function_base.py:4568(meshgrid)
        7    0.000    0.000    0.002    0.000 nonlin.py:1491(_nonlin_wrapper)
      378    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:85(__new__)
      290    0.000    0.000    0.000    0.000 {numpy.core.multiarray.normalize_axis_index}
      232    0.000    0.000    0.000    0.000 optimize.py:137(_check_unknown_options)
       52    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        2    0.000    0.000    0.000    0.000 column.py:1409(names)
        4    0.000    0.000    0.140    0.035 base.py:379(_readfrom_internal)
       20    0.000    0.000    0.000    0.000 scale.py:521(get_scale_names)
        1    0.000    0.000    0.000    0.000 image.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1916(BoxStyle)
      121    0.000    0.000    0.001    0.000 pyparsing.py:2327(__init__)
        1    0.000    0.000    0.108    0.108 astrophys.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
       40    0.000    0.000    0.009    0.000 spines.py:278(draw)
  265/263    0.000    0.000    0.007    0.000 quantity.py:889(unit)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        2    0.000    0.000    0.002    0.001 pyplot.py:428(figure)
        4    0.000    0.000    0.000    0.000 {method 'get_sfnt' of 'matplotlib.ft2font.FT2Font' objects}
      168    0.000    0.000    0.006    0.000 patches.py:327(set_facecolor)
      309    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      245    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      107    0.000    0.000    0.000    0.000 __init__.py:2992(_always_object)
      134    0.000    0.000    0.005    0.000 __init__.py:1407(get_metadata_lines)
       36    0.000    0.000    0.000    0.000 fitsrec.py:631(names)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
       60    0.000    0.000    0.246    0.004 spines.py:154(register_axis)
       70    0.000    0.000    0.000    0.000 backend_pdf.py:2249(pop)
       28    0.000    0.000    0.006    0.000 arrayprint.py:419(wrapper)
       47    0.000    0.000    0.000    0.000 decorators.py:728(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 ipac.py:9(<module>)
  118/106    0.000    0.000    0.001    0.000 pyparsing.py:3412(__str__)
      113    0.000    0.000    0.000    0.000 gridspec.py:480(__hash__)
       68    0.000    0.000    0.000    0.000 ticker.py:1523(__init__)
        1    0.000    0.000    0.003    0.003 ensemble.py:9(<module>)
        1    0.000    0.000    0.008    0.008 imperial.py:19(<module>)
        1    0.000    0.000    0.424    0.424 ClusterEmcee2_newprob_mu.py:49(get_vals)
      826    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
       39    0.000    0.000    0.090    0.002 introspection.py:173(find_current_module)
        4    0.000    0.000    0.060    0.015 backend_pdf.py:817(embedTTF)
        1    0.000    0.000    0.000    0.000 generic.py:9(<module>)
        2    0.000    0.000    0.097    0.049 table.py:761(__init__)
        9    0.000    0.000    0.138    0.015 axis.py:1564(set_ticklabels)
       28    0.000    0.000    0.000    0.000 quantity.py:710(_new_view)
       74    0.000    0.000    0.000    0.000 registry.py:595(<setcomp>)
      103    0.000    0.000    0.014    0.000 __init__.py:3115(<genexpr>)
      147    0.000    0.000    0.001    0.000 backend_pdf.py:1932(encode_string)
      716    0.000    0.000    0.000    0.000 text.py:917(get_text)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
       30    0.000    0.000    0.001    0.000 collections.py:500(set_linewidth)
       28    0.000    0.000    0.007    0.000 arrayprint.py:1334(array_repr)
       34    0.000    0.000    0.004    0.000 _base.py:3066(set_ybound)
        4    0.000    0.000    0.000    0.000 _axes.py:2937(extract_err)
      245    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
       27    0.000    0.000    0.000    0.000 {method 'compress' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.015    0.015 specifiers.py:4(<module>)
       46    0.000    0.000    0.000    0.000 backend_pdf.py:791(_get_xobject_symbol_name)
        1    0.000    0.000    0.001    0.001 pool.py:727(ThreadPool)
     1135    0.000    0.000    0.000    0.000 transforms.py:1709(get_affine)
       70    0.000    0.000    0.002    0.000 backend_pdf.py:2242(push)
      369    0.000    0.000    0.001    0.000 pyparsing.py:3417(<genexpr>)
        1    0.000    0.000    0.220    0.220 decorators.py:4(<module>)
       63    0.000    0.000    0.000    0.000 core.py:1010(is_final_result)
      556    0.000    0.000    0.000    0.000 markers.py:245(get_marker)
        1    0.000    0.000    0.015    0.015 util.py:237(_findSoname_ldconfig)
     20/4    0.000    0.000    0.001    0.000 pyparsing.py:3278(streamline)
       35    0.000    0.000    0.002    0.000 transforms.py:2233(__eq__)
        2    0.000    0.000    0.099    0.050 backend_pdf.py:544(close)
        1    0.000    0.000    0.000    0.000 __init__.py:161(_initialize_astropy)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
       15    0.000    0.000    0.001    0.000 _base.py:1389(apply_aspect)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       30    0.000    0.000    0.000    0.000 collections.py:166(_get_value)
        1    0.000    0.000    0.000    0.000 latex.py:9(<module>)
      172    0.000    0.000    0.001    0.000 transforms.py:2049(transform)
       83    0.000    0.000    0.007    0.000 backend_pdf.py:596(endStream)
       24    0.000    0.000    0.001    0.000 core.py:177(iter_style_files)
       15    0.000    0.000    0.000    0.000 figure.py:824(_make_key)
       79    0.000    0.000    0.001    0.000 core.py:805(_is_equivalent)
      150    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
       14    0.000    0.000    0.001    0.000 quantity.py:598(__array_ufunc__)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:494(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 pathlib2.py:1182(Path)
      147    0.000    0.000    0.000    0.000 cp1252.py:11(encode)
       54    0.000    0.000    0.001    0.000 pyparsing.py:3518(__init__)
      145    0.000    0.000    0.001    0.000 pyparsing.py:2346(__init__)
       37    0.000    0.000    0.001    0.000 ticker.py:1805(view_limits)
        1    0.000    0.000    0.001    0.001 hdulist.py:163(HDUList)
      261    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
       28    0.000    0.000    0.000    0.000 arrayprint.py:67(_make_options_dict)
      116    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.012    0.012 pyparsing.py:5377(pyparsing_common)
      341    0.000    0.000    0.000    0.000 text.py:1267(get_usetex)
       98    0.000    0.000    0.000    0.000 data_info.py:254(__getattr__)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.018    0.018 cgs.py:7(<module>)
       55    0.000    0.000    0.000    0.000 {numpy.core.multiarray.min_scalar_type}
      380    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
      150    0.000    0.000    0.002    0.000 markers.py:277(get_transform)
        1    0.000    0.000    0.002    0.002 codata2014.py:5(<module>)
      522    0.000    0.000    0.000    0.000 path.py:262(simplify_threshold)
       26    0.000    0.000    0.012    0.000 _base.py:866(set_position)
      232    0.000    0.000    0.000    0.000 text.py:47(_wrap_text)
      170    0.000    0.000    0.001    0.000 transforms.py:2743(get_affine)
      604    0.000    0.000    0.000    0.000 markers.py:220(get_fillstyle)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1694(__init__)
      109    0.000    0.000    0.005    0.000 textwrap.py:331(fill)
       61    0.000    0.000    0.000    0.000 numerictypes.py:577(obj2sctype)
       32    0.000    0.000    0.003    0.000 colors.py:886(autoscale_None)
       51    0.000    0.000    0.001    0.000 generic.py:486(_format_unit_list)
       65    0.000    0.000    0.001    0.000 spines.py:138(get_patch_transform)
       42    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.437    0.024 mathtext.py:3245(parse)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
      131    0.000    0.000    0.002    0.000 axis.py:702(get_transform)
        1    0.000    0.000    0.001    0.001 iau2015.py:5(<module>)
        3    0.000    0.000    0.000    0.000 six.py:689(exec_)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 xmlutil.py:4(<module>)
       34    0.000    0.000    0.001    0.000 transforms.py:1700(transform_path_affine)
       30    0.000    0.000    0.009    0.000 transforms.py:1622(set)
       26    0.000    0.000    0.001    0.000 core.py:6555(getdoc)
       30    0.000    0.000    0.002    0.000 transforms.py:2090(__init__)
      127    0.000    0.000    0.000    0.000 backend_pdf.py:1455(recordXref)
      268    0.000    0.000    0.000    0.000 pyparsing.py:3229(<genexpr>)
       37    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       90    0.000    0.000    0.000    0.000 weakref.py:400(__contains__)
      147    0.000    0.000    0.000    0.000 {_codecs.charmap_encode}
       20    0.000    0.000    0.000    0.000 fitsrec.py:723(_cache_field)
       47    0.000    0.000    0.000    0.000 utils.py:117(format_power)
       16    0.000    0.000    0.001    0.000 figure.py:686(set_size_inches)
       49    0.000    0.000    0.001    0.000 pyparsing.py:3499(__init__)
       80    0.000    0.000    0.001    0.000 patches.py:230(get_patch_transform)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 fitsrec.py:3(<module>)
      219    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      294    0.000    0.000    0.000    0.000 utils.py:79(<genexpr>)
       18    0.000    0.000    0.002    0.000 transforms.py:2118(contains_branch_seperately)
       90    0.000    0.000    0.000    0.000 cbook.py:371(add_destroy_callback)
        1    0.000    0.000    0.000    0.000 index_tricks.py:162(__getitem__)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       13    0.000    0.000    0.001    0.000 _base.py:215(_xy_from_xy)
       15    0.000    0.000    0.000    0.000 axis.py:2181(_update_offset_text_position)
      232    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.004    0.000 rcsetup.py:736(cycler)
      222    0.000    0.000    0.000    0.000 backend_bases.py:1040(set_joinstyle)
       10    0.000    0.000    0.010    0.001 mathtext.py:2596(non_math)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        4    0.000    0.000    0.048    0.012 legend.py:432(_findoffset_best)
      148    0.000    0.000    0.000    0.000 lines.py:542(get_fillstyle)
       10    0.000    0.000    0.001    0.000 _base.py:51(_process_plot_format)
       14    0.000    0.000    0.000    0.000 {function __array_ufunc__ at 0x7f7d17867668}
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        4    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 groups.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       26    0.000    0.000    0.001    0.000 mathtext.py:486(render_glyph)
        2    0.000    0.000    0.003    0.001 colorbar.py:563(_ticker)
       17    0.000    0.000    0.000    0.000 figure.py:96(_entry_from_axes)
       15    0.000    0.000    0.002    0.000 axis.py:1853(_update_offset_text_position)
        5    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       24    0.000    0.000    0.000    0.000 rcsetup.py:55(__init__)
       50    0.000    0.000    0.000    0.000 cbook.py:2215(_check_1d)
        8    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      137    0.000    0.000    0.000    0.000 cbook.py:1028(__call__)
       86    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
      361    0.000    0.000    0.000    0.000 {operator.index}
       38    0.000    0.000    0.006    0.000 __init__.py:1809(get_metadata_lines)
       15    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       26    0.000    0.000    0.011    0.000 mathtext.py:1459(__init__)
       79    0.000    0.000    0.002    0.000 docstring.py:128(<lambda>)
      105    0.000    0.000    0.000    0.000 inspect.py:331(_searchbases)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      101    0.000    0.000    0.000    0.000 artist.py:534(get_snap)
      365    0.000    0.000    0.000    0.000 artist.py:624(get_path_effects)
       25    0.000    0.000    0.000    0.000 rcsetup.py:305(__call__)
       24    0.000    0.000    0.002    0.000 abc.py:105(register)
       38    0.000    0.000    0.000    0.000 __init__.py:1801(_warn_on_replacement)
       20    0.000    0.000    0.001    0.000 fitsrec.py:480(__getitem__)
     1115    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 verify.py:2(<module>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
       10    0.000    0.000    0.002    0.000 offsetbox.py:830(get_extent)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
       55    0.000    0.000    0.000    0.000 rcsetup.py:438(validate_fontsize)
       75    0.000    0.000    0.000    0.000 collections.py:138(iteritems)
        2    0.000    0.000    1.822    0.911 backend_bases.py:2095(print_figure)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mh.py:6(<module>)
        1    0.000    0.000    0.000    0.000 connect.py:5(<module>)
       39    0.000    0.000    0.000    0.000 rcsetup.py:662(__call__)
      142    0.000    0.000    0.001    0.000 transforms.py:1199(_iter_break_from_left_to_right)
       88    0.000    0.000    0.000    0.000 __init__.py:313(report)
       93    0.000    0.000    0.000    0.000 core.py:1646(make_mask_none)
       88    0.000    0.000    0.000    0.000 __init__.py:347(ge)
      159    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       32    0.000    0.000    0.001    0.000 transforms.py:278(frozen)
        2    0.000    0.000    0.001    0.000 backend_pdf.py:415(__init__)
     75/9    0.000    0.000    0.003    0.000 pyparsing.py:3740(streamline)
       47    0.000    0.000    0.000    0.000 pyparsing.py:4141(__lshift__)
        2    0.000    0.000    0.001    0.001 colorbar.py:844(_locate)
       17    0.000    0.000    0.002    0.000 transforms.py:1246(contains_branch_seperately)
        3    0.000    0.000    0.005    0.002 collections.py:1904(draw)
       45    0.000    0.000    0.000    0.000 axis.py:1958(get_view_interval)
       30    0.000    0.000    0.001    0.000 transforms.py:1562(_init)
       27    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.001    0.001 py3compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
      275    0.000    0.000    0.000    0.000 constant.py:151(abbrev)
       90    0.000    0.000    0.000    0.000 weakref.py:368(__setitem__)
        1    0.000    0.000    0.000    0.000 pathlib2.py:785(PurePath)
        6    0.000    0.000    0.002    0.000 contour.py:1523(_check_xyz)
       30    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
        1    0.000    0.000    0.000    0.000 cgs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 meta.py:1(<module>)
       32    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        2    0.000    0.000    0.003    0.002 legend.py:583(_init_legend_box)
        4    0.000    0.000    0.037    0.009 header.py:454(_from_blocks)
        6    0.000    0.000    0.016    0.003 _axes.py:730(axvline)
      368    0.000    0.000    0.000    0.000 backend_bases.py:982(set_clip_path)
        1    0.000    0.000    0.016    0.016 corner.py:3(<module>)
       58    0.000    0.000    0.001    0.000 core.py:295(_extremum_fill_value)
        3    0.000    0.000    0.000    0.000 {method 'create_filled_contour' of 'matplotlib.QuadContourGenerator' objects}
        3    0.000    0.000    0.002    0.001 _base.py:305(_makefill)
      342    0.000    0.000    0.000    0.000 figure.py:411(_get_dpi)
      340    0.000    0.000    0.000    0.000 pprint.py:73(_auto_format_func)
      158    0.000    0.000    0.000    0.000 transforms.py:2799(interval_contains)
       47    0.000    0.000    0.000    0.000 axis.py:2294(get_view_interval)
        1    0.000    0.000    0.002    0.002 units.py:8(<module>)
        2    0.000    0.000    0.000    0.000 memmap.py:202(__new__)
       81    0.000    0.000    0.003    0.000 backend_pdf.py:592(beginStream)
       36    0.000    0.000    0.000    0.000 copy.py:145(deepcopy)
      290    0.000    0.000    0.000    0.000 transforms.py:2045(get_matrix)
      488    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
      140    0.000    0.000    0.001    0.000 arrayprint.py:859(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:339(_add_integer_aliases)
        2    0.000    0.000    0.006    0.003 _axes.py:3801(scatter)
      140    0.000    0.000    0.001    0.000 core.py:530(__unicode__)
       28    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.003    0.001 pprint.py:457(_pformat_table)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib2.py:256(_WindowsFlavour)
       15    0.000    0.000    0.000    0.000 ticker.py:690(_set_orderOfMagnitude)
       59    0.000    0.000    0.000    0.000 numerictypes.py:771(__getitem__)
        6    0.000    0.000    0.000    0.000 contour.py:1188(_process_levels)
       69    0.000    0.000    0.000    0.000 ticker.py:1514(closeto)
      175    0.000    0.000    0.000    0.000 axis.py:1462(have_units)
      186    0.000    0.000    0.000    0.000 __init__.py:1833(__init__)
       27    0.000    0.000    0.002    0.000 transforms.py:934(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
      101    0.000    0.000    0.000    0.000 quantity.py:767(_set_unit)
      513    0.000    0.000    0.000    0.000 font_manager.py:784(get_size)
      222    0.000    0.000    0.000    0.000 backend_bases.py:967(set_capstyle)
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
       10    0.000    0.000    0.000    0.000 __init__.py:134(__new__)
       21    0.000    0.000    0.000    0.000 numeric.py:1459(normalize_axis_tuple)
       81    0.000    0.000    0.002    0.000 backend_pdf.py:403(_flush)
       11    0.000    0.000    0.002    0.000 decorator.py:205(create)
      177    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       54    0.000    0.000    0.002    0.000 pyplot.py:2505(<lambda>)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:734(sort)
       34    0.000    0.000    0.001    0.000 ticker.py:1535(le)
       14    0.000    0.000    0.000    0.000 core.py:1238(<lambda>)
      555    0.000    0.000    0.000    0.000 backend_bases.py:232(close_group)
        1    0.000    0.000    0.000    0.000 serialize.py:1(<module>)
      304    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
       16    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_animation_writer_path)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        4    0.000    0.000    0.037    0.009 header.py:394(fromfile)
      266    0.000    0.000    0.000    0.000 backend_pdf.py:2200(linewidth_cmd)
        1    0.000    0.000    0.001    0.001 _base.py:421(_AxesBase)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
      212    0.000    0.000    0.010    0.000 core.py:1185(has_bases_in_common_with_equiv)
        1    0.000    0.000    0.000    0.000 connection.py:35(<module>)
        2    0.000    0.000    0.003    0.001 table.py:643(_init_from_list)
      105    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.031    0.016 colorbar.py:416(_config_axes)
       62    0.000    0.000    0.000    0.000 text.py:1150(set_position)
      103    0.000    0.000    0.000    0.000 __init__.py:660(__iter__)
       16    0.000    0.000    0.002    0.000 fitsrec.py:65(__getitem__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1649(FigureCanvasBase)
        6    0.000    0.000    0.001    0.000 contour.py:1464(_get_allsegs_and_allkinds)
        2    0.000    0.000    0.001    0.000 file.py:83(__init__)
       43    0.000    0.000    0.000    0.000 colors.py:710(__init__)
        1    0.000    0.000    0.001    0.001 constant.py:2(<module>)
        2    0.000    0.000    0.001    0.000 image.py:40(__init__)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
       36    0.000    0.000    0.001    0.000 mathtext.py:1620(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:3215(MathTextParser)
       30    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
       15    0.000    0.000    0.001    0.000 figure.py:111(add)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.001    0.001 texmanager.py:35(<module>)
       62    0.000    0.000    0.000    0.000 artist.py:831(set_visible)
       12    0.000    0.000    0.001    0.000 column.py:191(__new__)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
      6/4    0.000    0.000    0.001    0.000 gridspec.py:348(get_subplot_params)
        9    0.000    0.000    0.000    0.000 inspect.py:854(formatargspec)
        6    0.000    0.000    0.003    0.001 contour.py:1497(_contour_args)
        1    0.000    0.000    0.000    0.000 core.py:111(_UnitRegistry)
       43    0.000    0.000    0.000    0.000 axis.py:2320(get_minpos)
        1    0.000    0.000    0.000    0.000 _base.py:143(_process_plot_var_args)
       14    0.000    0.000    0.000    0.000 core.py:1239(<lambda>)
        1    0.000    0.000    0.000    0.000 urllib.py:619(FancyURLopener)
       38    0.000    0.000    0.000    0.000 artist.py:185(have_units)
        1    0.000    0.000    0.002    0.002 plistlib.py:51(<module>)
       45    0.000    0.000    0.000    0.000 cm.py:365(changed)
        8    0.000    0.000    0.000    0.000 textpath.py:35(__init__)
       54    0.000    0.000    0.001    0.000 pyparsing.py:1926(__or__)
      555    0.000    0.000    0.000    0.000 backend_bases.py:224(open_group)
