,filter,time,field,noise
669,z,57999.362189,173.0,0.0018000000000000002
668,z,57999.3648504,173.0,0.0018000000000000002
114,g,58008.33203125,173.0,0.0023
256,r,58008.33398847,173.0,0.0021000000000000003
401,i,58008.33605835,173.0,0.0022
670,z,58008.33984375,173.0,0.0018000000000000002
115,g,58015.21875,173.0,0.0023
257,r,58015.22091767,173.0,0.0021000000000000003
402,i,58015.22298036,173.0,0.0022
116,g,58019.20703125,173.0,0.0023
258,r,58019.21011416,173.0,0.0021000000000000003
403,i,58019.21219733,173.0,0.0022
671,z,58019.21484375,173.0,0.0018000000000000002
672,z,58019.21875,173.0,0.0018000000000000002
117,g,58025.25390625,173.0,0.0023
259,r,58026.3359375,173.0,0.0021000000000000003
404,i,58026.33882748,173.0,0.0022
673,z,58026.34146979,173.0,0.0018000000000000002
674,z,58026.34375,173.0,0.0018000000000000002
260,r,58028.1793977,173.0,0.0021000000000000003
405,i,58028.18146198,173.0,0.0022
675,z,58028.18359375,173.0,0.0018000000000000002
676,z,58028.1875,173.0,0.0018000000000000002
118,g,58029.34251867,173.0,0.0023
261,r,58029.34487119,173.0,0.0021000000000000003
406,i,58029.34694108,173.0,0.0022
677,z,58029.34958221,173.0,0.0018000000000000002
678,z,58029.3515625,173.0,0.0018000000000000002
119,g,58036.359375,173.0,0.0023
262,r,58036.36315631,173.0,0.0021000000000000003
407,i,58036.36521525,173.0,0.0022
679,z,58036.3671875,173.0,0.0018000000000000002
680,z,58036.37109375,173.0,0.0018000000000000002
120,g,58040.36225047,173.0,0.0023
263,r,58040.36461935,173.0,0.0021000000000000003
408,i,58040.3671875,173.0,0.0022
682,z,58040.36935164,173.0,0.0018000000000000002
681,z,58040.37200219,173.0,0.0018000000000000002
121,g,58046.1484375,173.0,0.0023
264,r,58046.1504428,173.0,0.0021000000000000003
409,i,58046.15249865,173.0,0.0022
683,z,58046.15513866,173.0,0.0018000000000000002
684,z,58046.15778515,173.0,0.0018000000000000002
122,g,58053.1171875,173.0,0.0023
265,r,58053.1199905,173.0,0.0021000000000000003
410,i,58053.1220542,173.0,0.0022
685,z,58053.125,173.0,0.0018000000000000002
686,z,58053.12890625,173.0,0.0018000000000000002
123,g,58057.3125,173.0,0.0023
266,r,58057.314672,173.0,0.0021000000000000003
411,i,58057.3167383,173.0,0.0022
687,z,58057.3193794,173.0,0.0018000000000000002
688,z,58057.32202299,173.0,0.0018000000000000002
124,g,58064.31640625,173.0,0.0023
267,r,58064.31924248,173.0,0.0021000000000000003
412,i,58064.3213091,173.0,0.0022
689,z,58064.32421875,173.0,0.0018000000000000002
690,z,58064.328125,173.0,0.0018000000000000002
125,g,58071.3046875,173.0,0.0023
268,r,58071.3074052,173.0,0.0021000000000000003
413,i,58071.3094743,173.0,0.0022
691,z,58071.3125,173.0,0.0018000000000000002
126,g,58079.1328125,173.0,0.0023
269,r,58079.13500353,173.0,0.0021000000000000003
414,i,58079.13708144,173.0,0.0022
693,z,58079.13972995,173.0,0.0018000000000000002
692,z,58079.14236796,173.0,0.0018000000000000002
127,g,58084.29973402,173.0,0.0023
270,r,58084.3020954,173.0,0.0021000000000000003
415,i,58084.3046875,173.0,0.0022
695,z,58084.30680097,173.0,0.0018000000000000002
694,z,58084.30944328,173.0,0.0018000000000000002
128,g,58092.17578125,173.0,0.0023
271,r,58092.17781184,173.0,0.0021000000000000003
416,i,58092.17988555,173.0,0.0022
697,z,58092.18254523,173.0,0.0018000000000000002
696,z,58092.1851865,173.0,0.0018000000000000002
129,g,58099.08425546,173.0,0.0023
272,r,58099.08763403,173.0,0.0021000000000000003
417,i,58099.08984375,173.0,0.0022
698,z,58099.09234671,173.0,0.0018000000000000002
699,z,58099.09499658,173.0,0.0018000000000000002
130,g,58108.046875,173.0,0.0023
273,r,58108.05010633,173.0,0.0021000000000000003
418,i,58108.05215904,173.0,0.0022
700,z,58108.0546875,173.0,0.0018000000000000002
701,z,58108.05859375,173.0,0.0018000000000000002
131,g,58117.15921877,173.0,0.0023
274,r,58117.16158918,173.0,0.0021000000000000003
419,i,58117.1640625,173.0,0.0022
702,z,58117.16628979,173.0,0.0018000000000000002
703,z,58117.16894223,173.0,0.0018000000000000002
132,g,58124.18613794,173.0,0.0023
275,r,58124.18847972,173.0,0.0021000000000000003
420,i,58124.19054309,173.0,0.0022
704,z,58124.19318976,173.0,0.0018000000000000002
705,z,58124.1953125,173.0,0.0018000000000000002
133,g,58132.11328125,173.0,0.0023
276,r,58132.11552748,173.0,0.0021000000000000003
421,i,58132.11760092,173.0,0.0022
706,z,58132.12024349,173.0,0.0018000000000000002
707,z,58132.12288793,173.0,0.0018000000000000002
134,g,58139.0390625,173.0,0.0023
277,r,58139.04267308,173.0,0.0021000000000000003
422,i,58139.04474048,173.0,0.0022
708,z,58139.046875,173.0,0.0018000000000000002
709,z,58139.05078125,173.0,0.0018000000000000002
710,z,58143.08984375,173.0,0.0018000000000000002
711,z,58143.09375,173.0,0.0018000000000000002
712,z,58154.09572245,173.0,0.0018000000000000002
713,z,58154.09837771,173.0,0.0018000000000000002
