make pos
run sampler
run mcmc
sampler done
log_prob plot
max theta done
corner plot
         13333904 function calls (13227073 primitive calls) in 173.155 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.002    0.000 cbook.py:188(deprecate)
      136    0.000    0.000    0.002    0.000 cbook.py:2554(safe_first_element)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:116(_broadcast_to)
      260    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
        4    0.000    0.000    0.000    0.000 _axes.py:2969(<listcomp>)
      311    0.000    0.000    0.001    0.000 pyparsing.py:2566(<genexpr>)
      367    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      126    0.000    0.000    0.006    0.000 pyparsing.py:891(copy)
       17    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
       36    0.000    0.000    0.002    0.000 _base.py:2492(grid)
       67    0.000    0.000    0.001    0.000 pyparsing.py:2350(__init__)
   176/88    0.000    0.000    0.000    0.000 transforms.py:2349(depth)
      105    0.000    0.000    0.000    0.000 backend_pdf.py:2136(get_canvas_width_height)
        8    0.000    0.000    0.077    0.010 axis.py:2017(get_tick_space)
      262    0.000    0.000    0.001    0.000 lines.py:542(get_fillstyle)
       69    0.000    0.000    0.001    0.000 _base.py:2292(<listcomp>)
       28    0.000    0.000    0.000    0.000 ticker.py:690(_set_orderOfMagnitude)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.ravel_multi_index}
      200    0.000    0.000    0.005    0.000 sampler.py:49(random_state)
        5    0.000    0.000    0.000    0.000 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       15    0.000    0.000    0.016    0.001 contour.py:1111(changed)
       30    0.000    0.000    0.043    0.001 _base.py:848(_update_transScale)
      777    0.000    0.000    0.000    0.000 path.py:262(simplify_threshold)
        2    0.000    0.000    0.002    0.001 constant.py:36(__new__)
       18    0.000    0.000    0.001    0.000 tokenize.py:448(open)
       75    0.000    0.000    0.001    0.000 utils.py:49(split_mantissa_exponent)
       74    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      408    0.000    0.000    0.000    0.000 backend_bases.py:967(set_capstyle)
      176    0.000    0.000    0.001    0.000 cbook.py:1028(__call__)
      286    0.000    0.000    0.010    0.000 _methods.py:34(_sum)
       53    0.000    0.000    0.000    0.000 _base.py:2267(<listcomp>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:2011(__str__)
       15    0.000    0.000    0.010    0.001 axis.py:1749(_get_offset_text)
       41    0.000    0.000    0.041    0.001 _base.py:866(set_position)
        1    0.000    0.000    0.007    0.007 __init__.py:56(<module>)
      133    0.000    0.000    0.002    0.000 latex.py:38(_format_unit_list)
       90    0.000    0.000    0.002    0.000 core.py:1425(getmaskarray)
       46    0.000    0.000    0.080    0.002 backend_pdf.py:239(write)
      174    0.000    0.000    0.000    0.000 __init__.py:746(__iter__)
       15    0.000    0.000    0.060    0.004 _base.py:948(_gen_axes_spines)
       10    0.000    0.000    0.001    0.000 patches.py:1004(set_xy)
       54    0.000    0.000    0.003    0.000 collections.py:656(_set_facecolor)
        2    0.000    0.000    0.000    0.000 column.py:1257(<listcomp>)
        4    0.000    0.000    0.083    0.021 _axes.py:1001(vlines)
    58/10    0.000    0.000    0.016    0.002 pyparsing.py:3154(leaveWhitespace)
       12    0.000    0.000    0.026    0.002 pyparsing.py:2528(__init__)
       11    0.000    0.000    0.007    0.001 six.py:814(wrapper)
       15    0.000    0.000    0.009    0.001 _base.py:630(set_figure)
     1314    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
     1008    0.000    0.000    0.000    0.000 backend_bases.py:224(open_group)
       60    0.000    0.000    0.001    0.000 inspect.py:458(unwrap)
        1    0.000    0.000    0.009    0.009 tokenize.py:21(<module>)
       52    0.000    0.000    0.013    0.000 mathtext.py:1475(_update_metrics)
       10    0.000    0.000    0.280    0.028 mathtext.py:675(__init__)
       48    0.000    0.000    0.001    0.000 pyparsing.py:3406(__init__)
   125/62    0.000    0.000    0.010    0.000 pyparsing.py:3231(<listcomp>)
      129    0.000    0.000    0.003    0.000 scale.py:79(get_transform)
        6    0.000    0.000    0.057    0.010 utils.py:84(generate_unit_summary)
       48    0.000    0.000    0.001    0.000 enum.py:417(_get_mixins_)
       11    0.000    0.000    0.009    0.001 decorator.py:94(__init__)
        2    0.000    0.000    0.011    0.005 backend_qt5.py:595(_init_toolbar)
      117    0.000    0.000    0.001    0.000 text.py:1150(set_position)
        1    0.000    0.000    0.545    0.545 __init__.py:106(<module>)
      167    0.000    0.000    0.004    0.000 patches.py:307(set_edgecolor)
        4    0.000    0.000    0.185    0.046 header.py:455(_from_blocks)
       53    0.000    0.000    0.000    0.000 _base.py:2268(<listcomp>)
       94    0.000    0.000    0.000    0.000 backend_pdf.py:1579(<listcomp>)
      871    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
      669    0.000    0.000    0.000    0.000 markers.py:220(get_fillstyle)
      153    0.000    0.000    0.001    0.000 latex.py:31(_get_unit_name)
       86    0.000    0.000    0.001    0.000 axis.py:717(limit_range_for_scale)
      358    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      422    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1459(__init__)
       60    0.000    0.000    0.000    0.000 scale.py:527(scale_factory)
       26    0.000    0.000    0.000    0.000 {method 'draw_glyph_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     1008    0.000    0.000    0.000    0.000 backend_bases.py:232(close_group)
       32    0.000    0.000    0.001    0.000 cm.py:34(revcmap)
       10    0.000    0.000    0.058    0.006 _axes.py:1264(plot)
      137    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      896    0.000    0.000    0.000    0.000 font_manager.py:784(get_size)
      134    0.000    0.000    0.041    0.000 transforms.py:282(__array__)
       28    0.000    0.000    0.008    0.000 arrayprint.py:411(_get_format_function)
      109    0.000    0.000    0.001    0.000 textwrap.py:146(_munge_whitespace)
      128    0.000    0.000    0.001    0.000 axis.py:814(_bool)
        8    0.000    0.000    0.000    0.000 _axes.py:2933(<listcomp>)
       44    0.000    0.000    0.002    0.000 transforms.py:993(_set_intervaly)
       30    0.000    0.000    0.046    0.002 records.py:473(__setattr__)
       70    0.000    0.000    0.008    0.000 posixpath.py:142(basename)
       36    0.000    0.000    0.000    0.000 fitsrec.py:635(names)
      165    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       49    0.000    0.000    0.008    0.000 transforms.py:278(frozen)
       53    0.000    0.000    0.008    0.000 transforms.py:1226(contains_branch)
      134    0.000    0.000    0.001    0.000 colors.py:591(__init__)
      119    0.000    0.000    0.000    0.000 {built-in method math.log10}
       53    0.000    0.000    0.001    0.000 core.py:892(__init__)
      467    0.000    0.000    0.001    0.000 core.py:1361(getmask)
        1    0.000    0.000    0.031    0.031 shutil.py:5(<module>)
      234    0.000    0.000    0.001    0.000 pyparsing.py:2687(<genexpr>)
      126    0.000    0.000    0.001    0.000 backend_pdf.py:1455(recordXref)
      162    0.000    0.000    0.016    0.000 docstring.py:94(dedent)
       59    0.000    0.000    0.003    0.000 transforms.py:1700(transform_path_affine)
      881    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.081    0.081 rcsetup.py:15(<module>)
     1129    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      204    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       68    0.000    0.000    0.003    0.000 backend_pdf.py:2242(push)
      170    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.001    0.001 header.py:44(Header)
        6    0.000    0.000    0.009    0.002 contour.py:1408(_process_args)
      109    0.000    0.000    0.010    0.000 textwrap.py:342(wrap)
       84    0.000    0.000    0.001    0.000 axis.py:1958(get_view_interval)
      190    0.000    0.000    0.000    0.000 functools.py:74(wraps)
       83    0.000    0.000    0.019    0.000 docstring.py:113(dedent_interpd)
      268    0.000    0.000    0.000    0.000 rcsetup.py:156(validate_float)
       11    0.000    0.000    0.005    0.000 decorator.py:168(make)
       84    0.000    0.000    0.001    0.000 axis.py:2294(get_view_interval)
       18    0.000    0.000    0.001    0.000 figure.py:686(set_size_inches)
       54    0.000    0.000    0.001    0.000 ticker.py:1535(le)
       17    0.000    0.000    0.001    0.000 cbook.py:1373(bubble)
       41    0.000    0.000    0.005    0.000 abc.py:135(<setcomp>)
       28    0.000    0.000    0.006    0.000 mathtext.py:2639(symbol)
      230    0.000    0.000    0.003    0.000 contextlib.py:80(__enter__)
      181    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      625    0.000    0.000    0.000    0.000 markers.py:245(get_marker)
        1    0.000    0.000    0.083    0.083 core.py:187(read_style_directory)
       37    0.000    0.000    0.115    0.003 transforms.py:1902(clear)
       28    0.000    0.000    0.007    0.000 arrayprint.py:834(__init__)
      290    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       43    0.000    0.000    0.001    0.000 pyparsing.py:1725(__init__)
        9    0.000    0.000    0.000    0.000 histograms.py:295(_get_outer_edges)
       56    0.000    0.000    0.003    0.000 collections.py:579(_bcast_lwls)
      688    0.000    0.000    0.000    0.000 core.py:970(<genexpr>)
      102    0.000    0.000    0.000    0.000 fromnumeric.py:1785(shape)
        3    0.000    0.000    0.009    0.003 _axes.py:5481(pcolormesh)
      232    0.000    0.000    0.738    0.003 re.py:231(compile)
       80    0.000    0.000    0.006    0.000 backend_pdf.py:403(_flush)
       15    0.000    0.000    2.841    0.189 _subplots.py:23(__init__)
      168    0.000    0.000    0.002    0.000 transforms.py:2049(transform)
       83    0.000    0.000    0.003    0.000 pyparsing.py:1317(__add__)
       40    0.000    0.000    0.001    0.000 backend_pdf.py:791(_get_xobject_symbol_name)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
       30    0.000    0.000    0.001    0.000 _base.py:168(set_prop_cycle)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        1    0.000    0.000    0.046    0.046 cgs.py:7(<module>)
      261    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
      108    0.000    0.000    0.000    0.000 ticker.py:1523(__init__)
      110    0.000    0.000    0.010    0.000 core.py:650(__pow__)
       27    0.000    0.000    0.095    0.004 pyparsing.py:2654(__init__)
       85    0.000    0.000    0.000    0.000 misc.py:39(isiterable)
       20    0.000    0.000    0.010    0.000 mathtext.py:2596(non_math)
       10    0.000    0.000    0.001    0.000 enum.py:855(<listcomp>)
       72    0.000    0.000    0.012    0.000 mathtext.py:1620(__init__)
      134    0.000    0.000    0.001    0.000 cp1252.py:11(encode)
       50    0.000    0.000    0.003    0.000 backend_pdf.py:218(<listcomp>)
       60    0.000    0.000    0.685    0.011 axis.py:969(<listcomp>)
       28    0.000    0.000    0.001    0.000 offsetbox.py:57(_get_packed_offsets)
      237    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
      458    0.000    0.000    0.000    0.000 backend_bases.py:1077(set_snap)
        9    0.000    0.000    0.010    0.001 transforms.py:1264(__sub__)
        6    0.000    0.000    0.001    0.000 patches.py:1774(_pprint_table)
       15    0.000    0.000    0.000    0.000 _base.py:2400(<listcomp>)
       28    0.000    0.000    0.013    0.000 arrayprint.py:518(array2string)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
      116    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      155    0.000    0.000    0.000    0.000 cbook.py:663(__init__)
      340    0.000    0.000    0.000    0.000 backend_bases.py:858(get_clip_path)
        4    0.000    0.000    0.000    0.000 _methods.py:58(_mean)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        5    0.000    0.000    0.003    0.001 backend_agg.py:136(tostring_rgba_minimized)
        1    0.000    0.000    0.446    0.446 astrophys.py:7(<module>)
       62    0.000    0.000    0.001    0.000 rcsetup.py:80(<listcomp>)
       24    0.000    0.000    0.000    0.000 utils.py:75(__call__)
       92    0.000    0.000    0.000    0.000 weakref.py:431(__contains__)
      134    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
      138    0.000    0.000    0.002    0.000 utils.py:30(_get_first_sentence)
        9    0.000    0.000    0.145    0.016 axis.py:1564(set_ticklabels)
      855    0.000    0.000    0.000    0.000 core.py:595(powers)
      128    0.000    0.000    0.000    0.000 backend_pdf.py:236(pdfRepr)
      947    0.000    0.000    0.000    0.000 core.py:588(bases)
       39    0.000    0.000    0.005    0.000 core.py:7724(asarray)
       80    0.000    0.000    0.008    0.000 backend_pdf.py:592(beginStream)
      112    0.000    0.000    0.000    0.000 arrayprint.py:693(_extendLine)
       54    0.000    0.000    0.000    0.000 patches.py:1838(<listcomp>)
        1    0.000    0.000    2.054    2.054 pyplot.py:1056(subplots)
        6    0.000    0.000    0.000    0.000 histograms.py:325(_unsigned_subtract)
       63    0.000    0.000    0.001    0.000 core.py:1039(is_final_result)
       47    0.000    0.000    0.000    0.000 pyparsing.py:3118(__lshift__)
       37    0.000    0.000    0.001    0.000 ticker.py:1805(view_limits)
      237    0.000    0.000    0.001    0.000 core.py:1328(make_mask_descr)
      120    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
      224    0.000    0.000    0.000    0.000 axis.py:1462(have_units)
        1    0.000    0.000    0.025    0.025 physical.py:10(<module>)
       20    0.000    0.000    0.002    0.000 fitsrec.py:870(_convert_other)
       10    0.000    0.000    0.009    0.001 decorators.py:423(decorator)
       85    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
       28    0.000    0.000    0.001    0.000 collections.py:166(_get_value)
   105/91    0.000    0.000    0.002    0.000 pyparsing.py:2561(__str__)
      281    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
       29    0.000    0.000    0.003    0.000 core.py:5565(min)
        8    0.000    0.000    0.003    0.000 base.py:56(_hdu_class_from_header)
        1    0.000    0.000    0.001    0.001 runner.py:85(__new__)
       23    0.000    0.000    0.004    0.000 core.py:6514(min)
      592    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       36    0.000    0.000    0.013    0.000 _base.py:2790(set_xbound)
       24    0.000    0.000    0.100    0.004 __init__.py:1137(rc_params_from_file)
      195    0.000    0.000    0.000    0.000 pyparsing.py:1569(__str__)
        1    0.000    0.000    0.031    0.031 __init__.py:634(<module>)
      129    0.000    0.000    0.003    0.000 axis.py:702(get_transform)
        4    0.000    0.000    0.001    0.000 backend_bases.py:1694(__init__)
      871    0.000    0.000    0.000    0.000 font_manager.py:1157(score_variant)
        6    0.000    0.000    0.006    0.001 colors.py:644(_init)
       92    0.000    0.000    0.001    0.000 cbook.py:371(add_destroy_callback)
      504    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
       26    0.000    0.000    0.003    0.000 transforms.py:934(update_from_data_xy)
      126    0.000    0.000    0.001    0.000 pyparsing.py:1697(__init__)
       51    0.000    0.000    0.001    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
       70    0.000    0.000    0.017    0.000 text.py:283(_get_xy_display)
       28    0.000    0.000    0.013    0.000 arrayprint.py:1397(_array_repr_implementation)
       10    0.000    0.000    0.001    0.000 _base.py:51(_process_plot_format)
       15    0.000    0.000    0.000    0.000 contour.py:1112(<listcomp>)
       60    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.005    0.001 legend.py:936(<listcomp>)
       38    0.000    0.000    0.009    0.000 mathtext.py:233(get_hinting_type)
      140    0.000    0.000    0.001    0.000 arrayprint.py:916(<genexpr>)
      167    0.000    0.000    0.021    0.000 patches.py:327(set_facecolor)
        9    0.000    0.000    0.001    0.000 pyparsing.py:1847(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
        7    0.000    0.000    0.008    0.001 nonlin.py:1491(_nonlin_wrapper)
       84    0.000    0.000    0.000    0.000 _base.py:2938(get_xscale)
        4    0.000    0.000    6.956    1.739 figure.py:1091(draw)
      108    0.000    0.000    0.000    0.000 ticker.py:1514(closeto)
       26    0.000    0.000    0.010    0.000 _subplots.py:109(update_params)
      150    0.000    0.000    0.000    0.000 {method 'get_kerning' of 'matplotlib.ft2font.FT2Font' objects}
       20    0.000    0.000    0.001    0.000 fitsrec.py:727(_cache_field)
     70/8    0.000    0.000    0.004    0.001 pyparsing.py:2824(streamline)
        1    0.000    0.000    0.013    0.013 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
       68    0.000    0.000    0.002    0.000 backend_pdf.py:2249(pop)
       33    0.000    0.000    0.006    0.000 _base.py:3066(set_ybound)
      127    0.000    0.000    0.000    0.000 __init__.py:1621(<genexpr>)
        4    0.000    0.000    0.001    0.000 decorators.py:100(deprecate_function)
        2    0.000    0.000    0.023    0.011 backend_qt5.py:233(__init__)
       10    0.000    0.000    0.005    0.000 offsetbox.py:830(get_extent)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
       29    0.000    0.000    0.003    0.000 core.py:5686(max)
      109    0.000    0.000    0.010    0.000 textwrap.py:356(fill)
        4    0.000    0.000    0.240    0.060 __init__.py:3(<module>)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
      360    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      658    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
       92    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
      693    0.000    0.000    0.000    0.000 backend_bases.py:827(restore)
       28    0.000    0.000    0.001    0.000 collections.py:528(set_linestyle)
        1    0.000    0.000    0.043    0.043 pyparsing.py:5247(pyparsing_common)
      218    0.000    0.000    0.000    0.000 __init__.py:1896(__init__)
        2    0.000    0.000    0.000    0.000 memmap.py:207(__new__)
        1    0.000    0.000    0.012    0.012 numerictypes.py:81(<module>)
       30    0.000    0.000    0.000    0.000 {method 'is_package' of 'zipimport.zipimporter' objects}
        1    0.000    0.000    0.209    0.209 __init__.py:101(<module>)
       49    0.000    0.000    0.002    0.000 pyparsing.py:2646(__init__)
        4    0.000    0.000    0.197    0.049 base.py:376(_readfrom_internal)
        1    0.000    0.000    0.001    0.001 matlib.py:1(<module>)
        2    0.000    0.000    0.004    0.002 figure.py:267(__init__)
       79    0.000    0.000    0.002    0.000 core.py:802(_is_equivalent)
      620    0.000    0.000    0.000    0.000 inspect.py:2753(parameters)
      120    0.000    0.000    0.001    0.000 core.py:3663(filled)
      552    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
       16    0.000    0.000    0.007    0.000 markers.py:368(_set_circle)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
      535    0.000    0.000    0.000    0.000 inspect.py:2757(return_annotation)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
       24    0.000    0.000    0.002    0.000 core.py:177(iter_style_files)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:345(__init__)
       78    0.000    0.000    0.007    0.000 pyparsing.py:1776(__add__)
      8/2    0.000    0.000    0.034    0.017 offsetbox.py:273(draw)
      206    0.000    0.000    0.000    0.000 text.py:808(get_color)
       30    0.000    0.000    0.039    0.001 transforms.py:1622(set)
      215    0.000    0.000    0.000    0.000 types.py:135(__get__)
       11    0.000    0.000    0.104    0.009 artist.py:1508(kwdoc)
      109    0.000    0.000    0.007    0.000 textwrap.py:336(_split_chunks)
      129    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.011    0.006 backend_qt5.py:576(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:897(AutoDateLocator)
       72    0.000    0.000    0.000    0.000 mathtext.py:1559(__init__)
       14    0.000    0.000    0.002    0.000 quantity.py:354(__array_prepare__)
        1    0.000    0.000    0.007    0.007 markers.py:4(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
      724    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 legend.py:107(Legend)
       52    0.000    0.000    0.001    0.000 mathtext.py:1488(get_kerning)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        1    0.000    0.000    0.000    0.000 configobj.py:1498(_decode)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
      295    0.000    0.000    0.000    0.000 utils.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.004    0.004 lapack.py:410(<module>)
       13    0.000    0.000    0.030    0.002 enum.py:602(_convert)
      278    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      306    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      121    0.000    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:1216(find_loader)
        1    0.000    0.000    0.063    0.063 __init__.py:169(<module>)
      152    0.000    0.000    0.000    0.000 mathtext.py:71(get_unicode_index)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       37    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.007    0.007 distance.py:73(<module>)
       76    0.000    0.000    0.000    0.000 mathtext.py:605(<listcomp>)
       14    0.000    0.000    0.000    0.000 core.py:1267(<lambda>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       17    0.000    0.000    0.000    0.000 nosetester.py:157(__init__)
       28    0.000    0.000    0.001    0.000 fromnumeric.py:2324(ptp)
       26    0.000    0.000    0.006    0.000 pyparsing.py:1012(_trim_arity)
       49    0.000    0.000    0.003    0.000 core.py:7774(asanyarray)
      234    0.000    0.000    0.000    0.000 pyparsing.py:1522(setWhitespaceChars)
      130    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       47    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
      126    0.000    0.000    0.000    0.000 cp437.py:14(decode)
      178    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      340    0.000    0.000    0.000    0.000 backend_bases.py:868(get_dashes)
       17    0.000    0.000    0.013    0.001 patches.py:675(__init__)
        3    0.000    0.000    0.000    0.000 {method 'create_filled_contour' of 'matplotlib.QuadContourGenerator' objects}
       28    0.000    0.000    0.004    0.000 collections.py:500(set_linewidth)
      116    0.000    0.000    0.001    0.000 pyparsing.py:2306(__init__)
       15    0.000    0.000    0.002    0.000 figure.py:111(add)
       35    0.000    0.000    0.005    0.000 transforms.py:2233(__eq__)
       23    0.000    0.000    0.004    0.000 core.py:6526(max)
       93    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       45    0.000    0.000    0.000    0.000 cm.py:365(changed)
        1    0.000    0.000    0.013    0.013 imperial.py:19(<module>)
       28    0.000    0.000    0.001    0.000 quantity.py:648(_new_view)
        4    0.000    0.000    0.001    0.000 imp.py:254(find_module)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:370(<dictcomp>)
        9    0.000    0.000    0.009    0.001 backend_agg.py:168(draw_mathtext)
      219    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.077    0.077 multiarray.py:7(<module>)
       98    0.000    0.000    0.000    0.000 _internal.py:886(npy_ctypes_check)
      172    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       51    0.000    0.000    0.001    0.000 generic.py:485(_format_unit_list)
      126    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.404    0.202 backend_pdf.py:544(close)
        2    0.000    0.000    5.063    2.532 backend_bases.py:2095(print_figure)
       17    0.000    0.000    0.000    0.000 backend_bases.py:3160(update)
       80    0.000    0.000    0.001    0.000 cm.py:51(_reverse_cmap_spec)
       28    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
       80    0.000    0.000    0.000    0.000 mathtext.py:1412(__init__)
      173    0.000    0.000    0.000    0.000 __init__.py:989(_added_new)
        1    0.000    0.000    0.021    0.021 socket.py:47(<module>)
       58    0.000    0.000    0.001    0.000 core.py:291(_extremum_fill_value)
       39    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
       54    0.000    0.000    0.002    0.000 pyplot.py:2505(<lambda>)
       50    0.000    0.000    0.001    0.000 cbook.py:2215(_check_1d)
      279    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      288    0.000    0.000    0.000    0.000 pyparsing.py:2407(<genexpr>)
       52    0.000    0.000    0.001    0.000 mathtext.py:187(render_glyph)
       47    0.000    0.000    0.001    0.000 utils.py:117(format_power)
       18    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 __init__.py:653(<listcomp>)
      100    0.000    0.000    0.000    0.000 collections.py:691(get_edgecolor)
        1    0.000    0.000    0.395    0.395 requirements.py:4(<module>)
       33    0.000    0.000    0.000    0.000 pyparsing.py:2843(__str__)
     17/3    0.000    0.000    0.001    0.000 pyparsing.py:3185(streamline)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
     30/7    0.000    0.000    1.199    0.171 <frozen importlib._bootstrap>:612(_load_backward_compatible)
       28    0.000    0.000    0.000    0.000 arrayprint.py:69(_make_options_dict)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      134    0.000    0.000    0.006    0.000 backend_pdf.py:1932(encode_string)
        1    0.000    0.000    0.123    0.123 interpolate.py:2(<module>)
      142    0.000    0.000    0.001    0.000 transforms.py:1199(_iter_break_from_left_to_right)
       44    0.000    0.000    0.001    0.000 ticker.py:603(get_offset)
       27    0.000    0.000    0.136    0.005 introspection.py:164(find_current_module)
       55    0.000    0.000    0.000    0.000 rcsetup.py:438(validate_fontsize)
      128    0.000    0.000    0.000    0.000 axis.py:300(<listcomp>)
       13    0.000    0.000    0.001    0.000 _base.py:215(_xy_from_xy)
      127    0.000    0.000    0.000    0.000 quantity.py:340(__array_finalize__)
       46    0.000    0.000    0.000    0.000 decorators.py:728(__init__)
       27    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
      378    0.000    0.000    0.000    0.000 six.py:88(__init__)
       15    0.000    0.000    0.002    0.000 quantity.py:942(__truediv__)
      164    0.000    0.000    0.003    0.000 core.py:527(__unicode__)
      105    0.000    0.000    0.000    0.000 rcsetup.py:67(__call__)
       17    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        8    0.000    0.000    0.032    0.004 backend_pdf.py:1306(_writeImg)
       54    0.000    0.000    0.001    0.000 ticker.py:1551(ge)
       19    0.000    0.000    0.001    0.000 configobj.py:571(__setitem__)
      299    0.000    0.000    0.000    0.000 pyparsing.py:1575(streamline)
       60    0.000    0.000    0.000    0.000 axis.py:1340(get_minor_ticks)
        4    0.000    0.000    0.000    0.000 {method 'get_sfnt' of 'matplotlib.ft2font.FT2Font' objects}
       14    0.000    0.000    0.014    0.001 rcsetup.py:736(cycler)
       50    0.000    0.000    0.001    0.000 constant.py:37(wrap)
