make pos
run sampler
run mcmc
sampler done
log_prob plot
max theta done
corner plot
         13333904 function calls (13227073 primitive calls) in 173.155 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 _version.py:55(__init__)
       22    0.000    0.000    0.000    0.000 qt_compat.py:201(is_pyqt5)
        3    0.000    0.000    0.057    0.019 _base.py:3023(set_xticklabels)
       30    0.000    0.000    0.000    0.000 _base.py:1251(get_aspect)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        7    0.000    0.000    0.004    0.001 offsetbox.py:205(set_offset)
        1    0.000    0.000    0.004    0.004 blocking_input.py:23(<module>)
        2    0.000    0.000    0.007    0.003 backend_bases.py:129(get_registered_canvas_class)
        1    0.000    0.000    0.000    0.000 text.py:1967(Annotation)
        1    0.000    0.000    0.003    0.003 afm.py:35(<module>)
        2    0.000    0.000    0.062    0.031 colorbar.py:342(draw_all)
        1    0.000    0.000    0.011    0.011 yacc.py:3212(yacc)
       45    0.000    0.000    0.000    0.000 yacc.py:248(__setitem__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3717(__init__)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4749(<genexpr>)
        9    0.000    0.000    0.001    0.000 core.py:977(to)
        2    0.000    0.000    0.097    0.049 core.py:1284(to_system)
        1    0.000    0.000    0.016    0.016 generic.py:103(_make_lexer)
        1    0.000    0.000    0.052    0.052 feedparser.py:20(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2626(charsAsStr)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
        1    0.000    0.000    0.005    0.005 logger.py:50(Conf)
        1    0.000    0.000    0.009    0.009 py3compat.py:3(<module>)
        1    0.000    0.000    0.044    0.044 validate.py:473(Validator)
       15    0.000    0.000    0.000    0.000 runner.py:40(keyword)
       27    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:3024(__array_wrap__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:2259(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3563(<lambda>)
        2    0.000    0.000    0.009    0.004 pyparsing.py:3546(srange)
        4    0.000    0.000    0.000    0.000 pyparsing.py:329(__setitem__)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
       10    0.000    0.000    0.006    0.001 enum.py:758(_missing_)
       28    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       70    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.002    0.002 measurements.py:31(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        2    0.000    0.000    0.000    0.000 corner.py:361(<listcomp>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _version.py:7(<module>)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:223(FigureCanvasQT)
        2    0.000    0.000    0.000    0.000 axis.py:2298(set_view_interval)
       60    0.000    0.000    0.000    0.000 scale.py:66(__init__)
        3    0.000    0.000    0.047    0.016 _base.py:2998(get_xticklabels)
       60    0.000    0.000    0.000    0.000 axis.py:921(<listcomp>)
        2    0.000    0.000    0.147    0.073 offsetbox.py:265(get_window_extent)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        6    0.000    0.000    0.000    0.000 _axes.py:5171(<listcomp>)
        3    0.000    0.000    0.000    0.000 _axes.py:6069(_normalize_input)
       10    0.000    0.000    0.009    0.001 mathtext.py:2582(main)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.004    0.004 font_manager.py:960(pickle_load)
        2    0.000    0.000    0.000    0.000 pyplot.py:593(get_fignums)
       20    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        9    0.000    0.000    0.000    0.000 quantity_helper.py:197(<lambda>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4540(originalTextFor)
        8    0.000    0.000    0.000    0.000 generic.py:313(p_unit_with_power)
        2    0.000    0.000    0.000    0.000 table.py:473(_theap)
        8    0.000    0.000    0.000    0.000 file.py:338(tell)
        1    0.000    0.000    0.008    0.008 data.py:48(Conf)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        4    0.000    0.000    0.000    0.000 decorators.py:26(deprecated)
       10    0.000    0.000    0.029    0.003 decorators.py:640(__get__)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.029    0.029 introspection.py:3(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        4    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:329(__call__)
       21    0.000    0.000    0.000    0.000 numeric.py:1607(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:484(cast)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        2    0.000    0.000    0.000    0.000 parse.py:351(urlparse)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       14    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
      127    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.004    0.004 pilutil.py:7(<module>)
        3    0.000    0.000    0.000    0.000 corner.py:508(<listcomp>)
        1    0.000    0.000    0.005    0.005 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:643(sizeHint)
       15    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
        2    0.000    0.000    0.011    0.006 offsetbox.py:862(draw)
       76    0.000    0.000    0.000    0.000 mathtext.py:802(_map_virtual_font)
       17    0.000    0.000    0.000    0.000 patches.py:954(get_path)
        9    0.000    0.000    0.000    0.000 ticker.py:341(__init__)
       16    0.000    0.000    0.000    0.000 path.py:720(unit_circle)
        4    0.000    0.000    0.000    0.000 colorbar.py:762(_uniform_y)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:3724(parseImpl)
        1    0.000    0.000    0.000    0.000 decorators.py:4(<module>)
        6    0.000    0.000    0.001    0.000 core.py:271(__init__)
        4    0.000    0.000    0.003    0.001 core.py:341(add_enabled_units)
        9    0.000    0.000    0.001    0.000 core.py:882(_get_converter)
       20    0.000    0.000    0.000    0.000 fitsrec.py:578(columns)
        8    0.000    0.000    0.000    0.000 __init__.py:119(__ge__)
        4    0.000    0.000    0.001    0.000 image.py:1007(match_header)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1042(wrapper)
        1    0.000    0.000    0.072    0.072 specifiers.py:275(Specifier)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1992(suppress)
        1    0.000    0.000    0.002    0.002 runner.py:208(make_test_runner_in)
        1    0.000    0.000    0.015    0.015 __init__.py:23(Conf)
        1    0.000    0.000    0.002    0.002 configobj.py:1176(__init__)
        7    0.000    0.000    0.000    0.000 validate.py:1074(is_string)
        1    0.000    0.000    0.159    0.159 __init__.py:633(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        6    0.000    0.000    0.000    0.000 core.py:3586(get_fill_value)
       12    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       23    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6784(type_aliases_gen)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:197(reshape)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        2    0.000    0.000    0.000    0.000 parse.py:384(urlsplit)
        5    0.000    0.000    0.001    0.000 re.py:179(search)
        8    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 polar.py:220(PolarAxes)
        1    0.000    0.000    0.000    0.000 table.py:154(CustomCell)
      7/1    0.000    0.000    0.000    0.000 offsetbox.py:180(set_figure)
        1    0.000    0.000    0.000    0.000 image.py:182(_ImageBase)
        8    0.000    0.000    0.000    0.000 mathtext.py:2826(end_group)
       15    0.000    0.000    0.000    0.000 mathtext.py:130(set_canvas_size)
       30    0.000    0.000    0.000    0.000 backend_bases.py:1717(is_saving)
        1    0.000    0.000    0.001    0.001 patches.py:1916(BoxStyle)
       18    0.000    0.000    0.000    0.000 ticker.py:362(get_offset)
        7    0.000    0.000    0.000    0.000 cm.py:311(set_cmap)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
       24    0.000    0.000    0.000    0.000 __init__.py:1031(is_url)
       45    0.000    0.000    0.000    0.000 core.py:285(get_current_unit_registry)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        1    0.000    0.000    0.001    0.001 table.py:785(BinTableHDU)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:214(_declare_state)
        1    0.000    0.000    0.000    0.000 <string>:5(_Version)
        1    0.000    0.000    0.011    0.011 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:850(ParserElement)
        1    0.000    0.000    0.019    0.019 traceback.py:1(<module>)
        9    0.000    0.000    0.000    0.000 stride_tricks.py:267(<listcomp>)
        5    0.000    0.000    0.000    0.000 machar.py:102(<lambda>)
        2    0.000    0.000    0.000    0.000 {method '__reduce__' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.001    0.001 nnls.py:1(<module>)
        1    0.000    0.000    0.065    0.065 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:138(Pool)
        1    0.000    0.000    0.007    0.007 ensemble.py:9(<module>)
        2    0.000    0.000    0.031    0.016 _base.py:3277(get_yticklabels)
        7    0.000    0.000    0.000    0.000 offsetbox.py:190(axes)
        4    0.000    0.000    0.006    0.001 figure.py:775(set_facecolor)
        4    0.000    0.000    0.000    0.000 gridspec.py:327(__init__)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
       20    0.000    0.000    0.000    0.000 mathtext.py:2557(_set_font)
       38    0.000    0.000    0.000    0.000 mathtext.py:156(get_hinting_type)
        5    0.000    0.000    0.000    0.000 text.py:1103(set_size)
       60    0.000    0.000    0.000    0.000 ticker.py:1428(tick_values)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.000    0.000 core.py:33(FunctionUnitBase)
        1    0.000    0.000    0.015    0.015 lex.py:863(lex)
        1    0.000    0.000    0.000    0.000 lex.py:664(<listcomp>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4640(<lambda>)
        2    0.000    0.000    0.000    0.000 paths.py:285(_find_or_create_astropy_dir)
       27    0.000    0.000    0.000    0.000 core.py:146(registry)
       16    0.000    0.000    0.001    0.000 __init__.py:204(parse_version)
       18    0.000    0.000    0.000    0.000 header.py:1956(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2369(parseImpl)
       27    0.000    0.000    0.000    0.000 inspect.py:252(iscode)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        1    0.000    0.000    0.009    0.009 core.py:6265(__new__)
        2    0.000    0.000    0.000    0.000 core.py:1697(mask_or)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        2    0.000    0.000    0.001    0.000 rcsetup.py:86(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
       54    0.000    0.000    0.000    0.000 stride_tricks.py:121(<genexpr>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_NormalAccessor)
       28    0.000    0.000    0.000    0.000 os.py:744(decode)
        1    0.000    0.000    0.001    0.001 backend_pdf.py:1749(draw_gouraud_triangles)
        2    0.000    0.000    0.000    0.000 backend_mixed.py:20(__init__)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1505(<listcomp>)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        6    0.000    0.000    0.010    0.002 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        2    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        3    0.000    0.000    0.001    0.000 _base.py:211(set_patchprops)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        3    0.000    0.000    0.000    0.000 legend.py:554(get_legend_handler)
       28    0.000    0.000    0.000    0.000 offsetbox.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.000    0.000 mathtext.py:659(BakomaFonts)
        1    0.000    0.000    0.000    0.000 backend_bases.py:781(GraphicsContextBase)
        9    0.000    0.000    0.000    0.000 text.py:1190(set_verticalalignment)
        2    0.000    0.000    0.000    0.000 patches.py:2643(set_bounds)
        2    0.000    0.000    0.063    0.031 colorbar.py:1333(colorbar_factory)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
        1    0.000    0.000    0.004    0.004 cbook.py:2526(index_of)
        3    0.000    0.000    0.001    0.000 quantity.py:742(to)
        9    0.000    0.000    0.000    0.000 core.py:69(_normalize_equivalencies)
        4    0.000    0.000    0.000    0.000 fractions.py:193(from_float)
        4    0.000    0.000    0.000    0.000 paths.py:20(_find_home)
        1    0.000    0.000    0.000    0.000 table.py:235(_TableBaseHDU)
        1    0.000    0.000    0.000    0.000 groups.py:253(GroupsHDU)
        2    0.000    0.000    0.000    0.000 hdulist.py:787(update_extend)
        1    0.000    0.000    0.002    0.002 column.py:335(_FormatP)
        1    0.000    0.000    0.000    0.000 column.py:1131(ColDefs)
       14    0.000    0.000    0.001    0.000 pyparsing.py:1973(__call__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.010    0.010 string.py:65(__init__)
        6    0.000    0.000    0.000    0.000 core.py:281(_scalar_fill_value)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1945(charsAsStr)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:1105(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1396(pathCollectionObject)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:573(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 formlayout.py:62(ColorButton)
        1    0.000    0.000    0.152    0.152 __init__.py:18(pylab_setup)
        2    0.000    0.000    2.389    1.194 backend_qt5agg.py:170(draw)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
       24    0.000    0.000    0.000    0.000 offsetbox.py:125(<listcomp>)
        4    0.000    0.000    0.000    0.000 offsetbox.py:293(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2612(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1619(MaxNLocator)
        1    0.000    0.000    0.000    0.000 path.py:978(get_path_collection_extents)
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        5    0.000    0.000    0.000    0.000 colorbar.py:449(_set_label)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 cbook.py:518(_remove_proxy)
       12    0.000    0.000    0.000    0.000 cbook.py:1682(__contains__)
        3    0.000    0.000    0.000    0.000 __init__.py:161(compare_versions)
        1    0.000    0.000    0.000    0.000 core.py:399(FunctionQuantity)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3805(__init__)
        1    0.000    0.000    0.000    0.000 constant.py:79(Constant)
       14    0.000    0.000    0.000    0.000 quantity.py:379(<listcomp>)
        1    0.000    0.000    0.000    0.000 quantity.py:989(__pow__)
        1    0.000    0.000    0.000    0.000 data_info.py:166(DataInfo)
       19    0.000    0.000    0.000    0.000 __init__.py:2892(_get_mro)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
       27    0.000    0.000    0.000    0.000 inspect.py:238(isframe)
        2    0.000    0.000    0.004    0.002 __init__.py:1159(getLogger)
        1    0.000    0.000    0.014    0.014 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4496(ravel)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2341(__init__)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        1    0.000    0.000    0.002    0.002 type1font.py:23(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(<listcomp>)
       10    0.000    0.000    0.000    0.000 doccer.py:187(unindent_string)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linesearch.py:13(<module>)
        1    0.000    0.000    0.001    0.001 mpi_pool.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {instance}
        5    0.000    0.000    0.000    0.000 axis.py:1192(<listcomp>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
       38    0.000    0.000    0.000    0.000 _base.py:367(<genexpr>)
        4    0.000    0.000    0.000    0.000 container.py:96(pchanged)
       15    0.000    0.000    0.000    0.000 offsetbox.py:249(get_children)
       32    0.000    0.000    0.000    0.000 gridspec.py:407(get_gridspec)
        3    0.000    0.000    0.000    0.000 patches.py:977(set_closed)
        1    0.000    0.000    0.005    0.005 patches.py:2664(ConnectionStyle)
       15    0.000    0.000    0.000    0.000 artist.py:981(<lambda>)
        9    0.000    0.000    0.000    0.000 transforms.py:1650(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        2    0.000    0.000    0.001    0.000 table.py:707(match_header)
       48    0.000    0.000    0.000    0.000 __init__.py:2402(_reload_version)
       16    0.000    0.000    0.000    0.000 __init__.py:2176(_is_unpacked_egg)
        4    0.000    0.000    0.000    0.000 base.py:136(__new__)
        1    0.000    0.000    0.000    0.000 column.py:150(_BaseColumnFormat)
        1    0.000    0.000    0.001    0.001 util.py:222(ignore_sigint)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.090    0.090 __init__.py:121(Conf)
       39    0.000    0.000    0.000    0.000 core.py:3448(_get_mask)
       12    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:261(<genexpr>)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        2    0.000    0.000    0.000    0.000 function_base.py:3833(_quantile_is_valid)
        1    0.000    0.000    0.049    0.049 machar.py:100(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:491(<listcomp>)
        1    0.000    0.000    0.000    0.000 cp1252.py:3(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 mh.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ensemble.py:23(EnsembleSampler)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       17    0.000    0.000    0.000    0.000 _base.py:3417(set_navigate)
        4    0.000    0.000    0.000    0.000 container.py:21(__init__)
        4    0.000    0.000    0.000    0.000 container.py:118(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        6    0.000    0.000    0.000    0.000 _axes.py:200(set_xlabel)
        8    0.000    0.000    0.000    0.000 mathtext.py:2814(start_group)
        5    0.000    0.000    0.002    0.000 mathtext.py:302(get_results)
        1    0.000    0.000    0.000    0.000 backend_bases.py:199(RendererBase)
        2    0.000    0.000    0.000    0.000 patches.py:2510(set_boxstyle)
        1    0.000    0.000    0.131    0.131 collections.py:1836(convert_mesh_to_paths)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Verbose)
       15    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        9    0.000    0.000    0.000    0.000 six.py:209(is_package)
       12    0.000    0.000    0.000    0.000 core.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 lex.py:477(_names_to_funcs)
        4    0.000    0.000    0.000    0.000 quantity_helper.py:194(<lambda>)
     16/2    0.000    0.000    0.002    0.001 pyparsing.py:3603(parseImpl)
        6    0.000    0.000    0.000    0.000 core.py:623(_normalize_equivalencies)
        4    0.000    0.000    0.000    0.000 core.py:771(is_equivalent)
        1    0.000    0.000    0.000    0.000 core.py:1979(CompositeUnit)
        1    0.000    0.000    0.000    0.000 fitsrec.py:149(FITS_rec)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        4    0.000    0.000    0.009    0.002 __init__.py:1936(find_eggs_in_zip)
        1    0.000    0.000    0.000    0.000 base.py:871(_ValidHDU)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        2    0.000    0.000    0.002    0.001 column.py:1420(_recformats)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2973(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.001    0.000 decorators.py:466(wrapper)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.002    0.002 result.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:3739(compressed)
        2    0.000    0.000    0.000    0.000 core.py:4094(__mul__)
        9    0.000    0.000    0.000    0.000 function_base.py:4211(<listcomp>)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        3    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(create_module)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1526(RendererPdf)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        1    0.000    0.000    0.000    0.000 polar.py:26(PolarTransform)
        1    0.000    0.000    0.001    0.001 legend_handler.py:343(create_artists)
       16    0.000    0.000    0.000    0.000 offsetbox.py:468(<listcomp>)
        2    0.000    0.000    0.000    0.000 offsetbox.py:633(set_offset)
        5    0.000    0.000    0.000    0.000 text.py:1118(set_weight)
        6    0.000    0.000    0.000    0.000 patches.py:1796(<listcomp>)
        4    0.000    0.000    0.000    0.000 ticker.py:204(__init__)
       13    0.000    0.000    0.000    0.000 cm.py:276(set_array)
