,filter,time,field,noise
96,r,57066.03125,28331.0,0.0021000000000000003
311,z,57066.03515625,28331.0,0.0018000000000000002
25,g,57249.421875,28331.0,0.0023
97,r,57255.4140625,28331.0,0.0021000000000000003
312,z,57265.37027634,28331.0,0.0018000000000000002
313,z,57265.37292454,28331.0,0.0018000000000000002
185,i,57276.34375,28331.0,0.0022
314,z,57276.3515625,28331.0,0.0018000000000000002
26,g,57278.234375,28331.0,0.0023
186,i,57278.23828125,28331.0,0.0022
315,z,57278.24048096,28331.0,0.0018000000000000002
316,z,57278.24311805,28331.0,0.0018000000000000002
98,r,57286.25390625,28331.0,0.0021000000000000003
187,i,57286.2578125,28331.0,0.0022
27,g,57304.17578125,28331.0,0.0023
99,r,57304.1796875,28331.0,0.0021000000000000003
28,g,57311.35546875,28331.0,0.0023
100,r,57311.35745587,28331.0,0.0021000000000000003
188,i,57311.35953462,28331.0,0.0022
317,z,57311.36328125,28331.0,0.0018000000000000002
101,r,57315.23046875,28331.0,0.0021000000000000003
189,i,57315.23360859,28331.0,0.0022
318,z,57315.23625058,28331.0,0.0018000000000000002
319,z,57315.23828125,28331.0,0.0018000000000000002
190,i,57325.125,28331.0,0.0022
320,z,57325.12890625,28331.0,0.0018000000000000002
29,g,57329.2109375,28331.0,0.0023
102,r,57329.21484375,28331.0,0.0021000000000000003
191,i,57332.078125,28331.0,0.0022
321,z,57332.08203125,28331.0,0.0018000000000000002
322,z,57332.0859375,28331.0,0.0018000000000000002
103,r,57339.296875,28331.0,0.0021000000000000003
192,i,57339.299554,28331.0,0.0022
323,z,57339.30219251,28331.0,0.0018000000000000002
324,z,57339.3046875,28331.0,0.0018000000000000002
193,i,57345.31640625,28331.0,0.0022
194,i,57355.2421875,28331.0,0.0022
325,z,57355.24609375,28331.0,0.0018000000000000002
30,g,57365.1824405,28331.0,0.0023
104,r,57365.18478996,28331.0,0.0021000000000000003
195,i,57365.1875,28331.0,0.0022
327,z,57365.18951388,28331.0,0.0018000000000000002
326,z,57365.19215393,28331.0,0.0018000000000000002
196,i,57385.15234375,28331.0,0.0022
329,z,57385.15550651,28331.0,0.0018000000000000002
328,z,57385.158148,28331.0,0.0018000000000000002
31,g,57389.1484375,28331.0,0.0023
105,r,57389.15234375,28331.0,0.0021000000000000003
106,r,57394.16015625,28331.0,0.0021000000000000003
32,g,57401.13477264,28331.0,0.0023
107,r,57401.13824855,28331.0,0.0021000000000000003
197,i,57401.140625,28331.0,0.0022
331,z,57401.14295389,28331.0,0.0018000000000000002
330,z,57401.14558902,28331.0,0.0018000000000000002
108,r,57408.06640625,28331.0,0.0021000000000000003
332,z,57408.0703125,28331.0,0.0018000000000000002
333,z,57408.07421875,28331.0,0.0018000000000000002
198,i,57425.15234375,28331.0,0.0022
334,z,57627.38671875,28331.0,0.0018000000000000002
33,g,57633.33025551,28331.0,0.0023
109,r,57633.3326208,28331.0,0.0021000000000000003
199,i,57633.3359375,28331.0,0.0022
335,z,57633.33984375,28331.0,0.0018000000000000002
34,g,57637.32421875,28331.0,0.0023
110,r,57637.32783394,28331.0,0.0021000000000000003
200,i,57637.32988769,28331.0,0.0022
336,z,57637.33203125,28331.0,0.0018000000000000002
337,z,57637.3359375,28331.0,0.0018000000000000002
35,g,57643.30859375,28331.0,0.0023
111,r,57643.3125,28331.0,0.0021000000000000003
338,z,57643.31640625,28331.0,0.0018000000000000002
339,z,57645.25390625,28331.0,0.0018000000000000002
112,r,57653.34765625,28331.0,0.0021000000000000003
201,i,57653.35040595,28331.0,0.0022
340,z,57653.35305443,28331.0,0.0018000000000000002
341,z,57653.35546875,28331.0,0.0018000000000000002
36,g,57660.265625,28331.0,0.0023
113,r,57660.268683,28331.0,0.0021000000000000003
202,i,57660.27075458,28331.0,0.0022
342,z,57660.2734375,28331.0,0.0018000000000000002
343,z,57660.27734375,28331.0,0.0018000000000000002
37,g,57667.16609206,28331.0,0.0023
114,r,57667.16844646,28331.0,0.0021000000000000003
203,i,57667.17051226,28331.0,0.0022
344,z,57667.17316963,28331.0,0.0018000000000000002
345,z,57667.17578125,28331.0,0.0018000000000000002
204,i,57673.234375,28331.0,0.0022
346,z,57673.23828125,28331.0,0.0018000000000000002
347,z,57673.2421875,28331.0,0.0018000000000000002
115,r,57688.10026597,28331.0,0.0021000000000000003
205,i,57688.10233405,28331.0,0.0022
348,z,57688.10546875,28331.0,0.0018000000000000002
349,z,57695.08984375,28331.0,0.0018000000000000002
116,r,57696.07741483,28331.0,0.0021000000000000003
206,i,57696.07947429,28331.0,0.0022
350,z,57696.08203125,28331.0,0.0018000000000000002
117,r,57703.05859375,28331.0,0.0021000000000000003
207,i,57703.0625,28331.0,0.0022
351,z,57703.06640625,28331.0,0.0018000000000000002
38,g,57710.03515625,28331.0,0.0023
118,r,57710.03873942,28331.0,0.0021000000000000003
208,i,57710.04079936,28331.0,0.0022
119,r,57714.29227507,28331.0,0.0021000000000000003
209,i,57714.29433178,28331.0,0.0022
352,z,57714.296875,28331.0,0.0018000000000000002
39,g,57715.125,28331.0,0.0023
120,r,57717.02970265,28331.0,0.0021000000000000003
210,i,57717.03176245,28331.0,0.0022
353,z,57717.03440953,28331.0,0.0018000000000000002
354,z,57717.03704578,28331.0,0.0018000000000000002
121,r,57721.0546875,28331.0,0.0021000000000000003
355,z,57722.04296875,28331.0,0.0018000000000000002
122,r,57729.05309088,28331.0,0.0021000000000000003
211,i,57729.05516343,28331.0,0.0022
356,z,57729.05859375,28331.0,0.0018000000000000002
123,r,57739.14718274,28331.0,0.0021000000000000003
212,i,57739.14926534,28331.0,0.0022
357,z,57739.15234375,28331.0,0.0018000000000000002
358,z,57739.15625,28331.0,0.0018000000000000002
40,g,57746.1665694,28331.0,0.0023
124,r,57746.16891883,28331.0,0.0021000000000000003
213,i,57746.17099091,28331.0,0.0022
359,z,57746.17364453,28331.0,0.0018000000000000002
360,z,57746.17578125,28331.0,0.0018000000000000002
125,r,57751.04530831,28331.0,0.0021000000000000003
214,i,57751.04738488,28331.0,0.0022
41,g,57756.125,28331.0,0.0023
126,r,57756.12890625,28331.0,0.0021000000000000003
215,i,57756.13126504,28331.0,0.0022
361,z,57756.13390264,28331.0,0.0018000000000000002
362,z,57756.13671875,28331.0,0.0018000000000000002
42,g,57770.1328125,28331.0,0.0023
127,r,57770.13671875,28331.0,0.0021000000000000003
363,z,57770.14453125,28331.0,0.0018000000000000002
128,r,57775.16015625,28331.0,0.0021000000000000003
364,z,57775.16796875,28331.0,0.0018000000000000002
43,g,57779.14283628,28331.0,0.0023
129,r,57779.14519136,28331.0,0.0021000000000000003
216,i,57779.14726469,28331.0,0.0022
365,z,57779.14992387,28331.0,0.0018000000000000002
366,z,57779.15234375,28331.0,0.0018000000000000002
44,g,57784.09765625,28331.0,0.0023
130,r,57784.1015625,28331.0,0.0021000000000000003
367,z,57784.109375,28331.0,0.0018000000000000002
45,g,57800.07624065,28331.0,0.0023
131,r,57800.0786031,28331.0,0.0021000000000000003
217,i,57800.08065918,28331.0,0.0022
368,z,57800.08332174,28331.0,0.0018000000000000002
369,z,57800.0859375,28331.0,0.0018000000000000002
46,g,57989.36328125,28331.0,0.0023
132,r,57994.27734375,28331.0,0.0021000000000000003
218,i,57999.359375,28331.0,0.0022
370,z,57999.36328125,28331.0,0.0018000000000000002
219,i,58008.3359375,28331.0,0.0022
371,z,58008.33984375,28331.0,0.0018000000000000002
47,g,58019.20703125,28331.0,0.0023
133,r,58019.21011416,28331.0,0.0021000000000000003
220,i,58019.21219733,28331.0,0.0022
372,z,58019.21484375,28331.0,0.0018000000000000002
373,z,58019.21875,28331.0,0.0018000000000000002
221,i,58029.34694108,28331.0,0.0022
374,z,58029.34958221,28331.0,0.0018000000000000002
375,z,58029.3515625,28331.0,0.0018000000000000002
134,r,58036.36315631,28331.0,0.0021000000000000003
222,i,58036.36521525,28331.0,0.0022
376,z,58036.3671875,28331.0,0.0018000000000000002
377,z,58036.37109375,28331.0,0.0018000000000000002
48,g,58040.36225047,28331.0,0.0023
135,r,58040.36461935,28331.0,0.0021000000000000003
223,i,58040.3671875,28331.0,0.0022
378,z,58040.37109375,28331.0,0.0018000000000000002
49,g,58046.1484375,28331.0,0.0023
136,r,58046.1504428,28331.0,0.0021000000000000003
224,i,58046.15249865,28331.0,0.0022
379,z,58046.15513866,28331.0,0.0018000000000000002
380,z,58046.15778515,28331.0,0.0018000000000000002
137,r,58053.1199905,28331.0,0.0021000000000000003
225,i,58053.1220542,28331.0,0.0022
381,z,58053.125,28331.0,0.0018000000000000002
382,z,58053.12890625,28331.0,0.0018000000000000002
138,r,58057.314672,28331.0,0.0021000000000000003
226,i,58057.3167383,28331.0,0.0022
383,z,58057.3193794,28331.0,0.0018000000000000002
384,z,58057.32202299,28331.0,0.0018000000000000002
227,i,58064.3203125,28331.0,0.0022
385,z,58064.328125,28331.0,0.0018000000000000002
50,g,58071.3046875,28331.0,0.0023
139,r,58071.3074052,28331.0,0.0021000000000000003
228,i,58071.3094743,28331.0,0.0022
386,z,58071.31640625,28331.0,0.0018000000000000002
51,g,58079.1328125,28331.0,0.0023
140,r,58079.13500353,28331.0,0.0021000000000000003
229,i,58079.13708144,28331.0,0.0022
387,z,58079.140625,28331.0,0.0018000000000000002
52,g,58084.29973402,28331.0,0.0023
141,r,58084.3020954,28331.0,0.0021000000000000003
388,z,58084.30859375,28331.0,0.0018000000000000002
389,z,58092.18254523,28331.0,0.0018000000000000002
390,z,58092.1851865,28331.0,0.0018000000000000002
53,g,58099.08425546,28331.0,0.0023
142,r,58099.08763403,28331.0,0.0021000000000000003
392,z,58099.09234671,28331.0,0.0018000000000000002
391,z,58099.09499658,28331.0,0.0018000000000000002
54,g,58108.046875,28331.0,0.0023
143,r,58108.05010633,28331.0,0.0021000000000000003
230,i,58108.05215904,28331.0,0.0022
393,z,58108.0546875,28331.0,0.0018000000000000002
394,z,58108.05859375,28331.0,0.0018000000000000002
231,i,58117.1640625,28331.0,0.0022
395,z,58117.16628979,28331.0,0.0018000000000000002
396,z,58117.16894223,28331.0,0.0018000000000000002
232,i,58124.19054309,28331.0,0.0022
397,z,58124.19318976,28331.0,0.0018000000000000002
398,z,58124.1953125,28331.0,0.0018000000000000002
55,g,58132.11328125,28331.0,0.0023
144,r,58132.11552748,28331.0,0.0021000000000000003
233,i,58132.11760092,28331.0,0.0022
400,z,58132.12024349,28331.0,0.0018000000000000002
399,z,58132.12288793,28331.0,0.0018000000000000002
56,g,58139.0390625,28331.0,0.0023
145,r,58139.04267308,28331.0,0.0021000000000000003
234,i,58139.04474048,28331.0,0.0022
401,z,58139.046875,28331.0,0.0018000000000000002
402,z,58139.05078125,28331.0,0.0018000000000000002
403,z,58143.09375,28331.0,0.0018000000000000002
57,g,58154.08864455,28331.0,0.0023
146,r,58154.09100124,28331.0,0.0021000000000000003
235,i,58154.09375,28331.0,0.0022
58,g,58164.02999595,28331.0,0.0023
147,r,58164.03236602,28331.0,0.0021000000000000003
236,i,58164.03442584,28331.0,0.0022
404,z,58164.03707294,28331.0,0.0018000000000000002
