Running object 17999
('ROW:', 17999, 'Tau:', '2.9100005447392197', 'V:', '-0.5787053374100214', 'dMu:', '-0.055292264765846394')
         12188382 function calls (12106005 primitive calls) in 81.822 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.000    0.000    0.000    0.000 numeric.py:1506(<genexpr>)
       10    0.000    0.000    0.001    0.000 cm.py:321(set_norm)
        3    0.000    0.000    0.000    0.000 pyparsing.py:410(__delitem__)
       41    0.000    0.000    0.000    0.000 quantity.py:635(<genexpr>)
      137    0.000    0.000    0.000    0.000 markers.py:274(get_path)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        4    0.000    0.000    0.002    0.001 logarithmic.py:122(__init__)
       24    0.000    0.000    0.000    0.000 __init__.py:1031(is_url)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        9    0.000    0.000    0.000    0.000 warnings.py:25(_show_warning)
       25    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:1171(_tzparser)
        3    0.000    0.000    0.000    0.000 __init__.py:1032(getLogger)
        1    0.000    0.000    0.000    0.000 platform.py:419(_popen)
        1    0.000    0.000    0.000    0.000 interpolation.py:31(<module>)
       16    0.000    0.000    0.000    0.000 base.py:94(__init__)
       18    0.000    0.000    0.000    0.000 util.py:544(translate)
       90    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
       16    0.000    0.000    0.000    0.000 transforms.py:409(_get_extents)
        2    0.000    0.000    0.000    0.000 functools32.py:46(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
       32    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 connect.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method 'lstrip' of 'unicode' objects}
       39    0.000    0.000    0.000    0.000 inspect.py:180(istraceback)
        9    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       19    0.000    0.000    0.000    0.000 cbook.py:565(__init__)
        1    0.000    0.000    0.007    0.007 configobj.py:1071(ConfigObj)
        1    0.000    0.000    0.000    0.000 ogip.py:12(<module>)
       56    0.000    0.000    0.000    0.000 ticker.py:348(__call__)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       50    0.000    0.000    0.000    0.000 yacc.py:239(__getitem__)
        2    0.000    0.000    0.004    0.002 _axes.py:297(legend)
        2    0.000    0.000    0.001    0.000 decorators.py:466(wrapper)
        2    0.000    0.000    0.155    0.077 figure.py:1583(colorbar)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2841(__init__)
      108    0.000    0.000    0.000    0.000 data_info.py:221(<genexpr>)
        6    0.000    0.000    0.000    0.000 contour.py:1089(_get_lowers_and_uppers)
        2    0.000    0.000    0.000    0.000 patches.py:2196(transmute)
        1    0.000    0.000    0.000    0.000 inspect.py:246(getmembers)
       14    0.000    0.000    0.000    0.000 artist.py:760(set_clip_on)
        5    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
       14    0.000    0.000    0.000    0.000 offsetbox.py:190(axes)
        8    0.000    0.000    0.000    0.000 figure.py:163(__init__)
       18    0.000    0.000    0.000    0.000 header.py:277(cards)
      101    0.000    0.000    0.000    0.000 artist.py:568(get_sketch_params)
      131    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:126(_BaseHDU)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
       45    0.000    0.000    0.000    0.000 constant.py:171(uncertainty)
        2    0.000    0.000    0.000    0.000 table.py:250(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 vounit.py:4(<module>)
        4    0.000    0.000    0.000    0.000 core.py:95(__init__)
       14    0.000    0.000    0.000    0.000 table.py:805(<genexpr>)
        2    0.000    0.000    0.000    0.000 decorator.py:246(decorator)
        1    0.000    0.000    0.000    0.000 runner.py:243(TestRunner)
        3    0.000    0.000    0.028    0.009 _axes.py:5820(contour)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 patches.py:2643(set_bounds)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
       10    0.000    0.000    0.000    0.000 generic.py:290(p_product_of_units)
        4    0.000    0.000    0.008    0.002 mathtext.py:632(get_xheight)
       20    0.000    0.000    0.000    0.000 __init__.py:2234(_is_egg_path)
        2    0.000    0.000    0.002    0.001 colorbar.py:491(_add_solids)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
       10    0.000    0.000    0.000    0.000 decorators.py:618(wrapper)
        1    0.000    0.000    0.000    0.000 sysconfig.py:51(_python_build)
        1    0.000    0.000    0.000    0.000 fits.py:5(<module>)
       30    0.000    0.000    0.000    0.000 offsetbox.py:249(get_children)
        1    0.000    0.000    0.000    0.000 generic.py:54(Generic)
       36    0.000    0.000    0.000    0.000 np_utils.py:163(fix_column_name)
        2    0.000    0.000    0.007    0.004 registry.py:52(delay_doc_updates)
       96    0.000    0.000    0.000    0.000 header.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.001    0.001 type1font.py:44(Type1Font)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
       16    0.000    0.000    0.001    0.000 collections.py:1266(set_color)
        2    0.000    0.000    0.000    0.000 backend_agg.py:426(new_figure_manager_given_figure)
       24    0.000    0.000    0.000    0.000 column.py:257(parent_table)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        5    0.000    0.000    0.000    0.000 rcsetup.py:517(validate_ps_distiller)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       10    0.000    0.000    0.049    0.005 offsetbox.py:214(get_offset)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        5    0.000    0.000    0.000    0.000 backend_agg.py:128(_update_methods)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
       73    0.000    0.000    0.000    0.000 transforms.py:2069(get_affine)
        5    0.000    0.000    0.000    0.000 text.py:1118(set_weight)
       52    0.000    0.000    0.000    0.000 collections.py:197(get_transforms)
       20    0.000    0.000    0.001    0.000 __init__.py:2002(safe_listdir)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
       25    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       54    0.000    0.000    0.000    0.000 mathtext.py:2563(get_state)
        2    0.000    0.000    0.000    0.000 hdulist.py:796(update_extend)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:4640(originalTextFor)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
       10    0.000    0.000    0.000    0.000 _axes.py:231(set_ylabel)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        4    0.000    0.000    0.000    0.000 image.py:1012(match_header)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       12    0.000    0.000    0.000    0.000 UserDict.py:91(get)
       12    0.000    0.000    0.000    0.000 table.py:122(__setitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
        2    0.000    0.000    0.000    0.000 patches.py:1984(__call__)
        1    0.000    0.000    0.000    0.000 latex.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {method '__reduce__' of 'numpy.dtype' objects}
        4    0.000    0.000    0.000    0.000 rcsetup.py:561(validate_corner_mask)
        2    0.000    0.000    0.127    0.063 core.py:159(set_enabled_units)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.001    0.001 yacc.py:3216(yacc)
        1    0.000    0.000    0.001    0.001 __init__.py:18(pylab_setup)
        1    0.000    0.000    0.000    0.000 text.py:1967(Annotation)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2118(streamline)
        2    0.000    0.000    0.000    0.000 file.py:584(_is_random_access_file_backed)
       15    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
        1    0.000    0.000    0.000    0.000 misc.py:13(<module>)
       45    0.000    0.000    0.000    0.000 yacc.py:247(__setitem__)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       27    0.000    0.000    0.000    0.000 text.py:1177(set_rotation)
        3    0.000    0.000    0.000    0.000 functools32.py:63(__setitem__)
        1    0.000    0.000    0.000    0.000 distance.py:1125(<dictcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
       18    0.000    0.000    0.000    0.000 path.py:634(unit_rectangle)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
        2    0.000    0.000    0.000    0.000 arrayprint.py:416(decorating_function)
        1    0.000    0.000    0.000    0.000 iterparser.py:4(<module>)
       14    0.000    0.000    0.000    0.000 text.py:836(get_size)
       44    0.000    0.000    0.000    0.000 yacc.py:253(__len__)
        4    0.000    0.000    0.000    0.000 fractions.py:168(from_float)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        3    0.000    0.000    0.000    0.000 patches.py:977(set_closed)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        2    0.000    0.000    0.000    0.000 colorbar.py:824(_mesh)
       20    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
       16    0.000    0.000    0.000    0.000 _base.py:285(_setdefaults)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       17    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        2    0.000    0.000    0.000    0.000 legend_handler.py:304(get_sizes)
        6    0.000    0.000    0.000    0.000 core.py:626(_normalize_equivalencies)
        1    0.000    0.000    0.000    0.000 subprocess.py:921(_close_in_parent)
        1    0.000    0.000    0.000    0.000 numeric.py:1790(indices)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        2    0.000    0.000    0.536    0.268 table.py:348(data)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        4    0.000    0.000    0.000    0.000 core.py:774(is_equivalent)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        2    0.000    0.000    0.006    0.003 backend_bases.py:2073(_get_output_canvas)
        5    0.000    0.000    0.000    0.000 transforms.py:339(_get_ymin)
       21    0.000    0.000    0.000    0.000 yacc.py:3142(<lambda>)
        5    0.000    0.000    0.000    0.000 {numpy.core.multiarray.frombuffer}
       56    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        5    0.000    0.000    0.078    0.016 mathtext.py:2586(math_string)
       30    0.000    0.000    0.000    0.000 {function __getitem__ at 0x7f739475a050}
        1    0.000    0.000    0.000    0.000 text.py:1283(TextWithDash)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        9    0.000    0.000    0.000    0.000 gridspec.py:74(set_height_ratios)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2632(ndim)
        1    0.000    0.000    0.000    0.000 table.py:741(BinTableHDU)
        1    0.000    0.000    0.000    0.000 tree.py:1140(Field)
        2    0.000    0.000    0.000    0.000 offsetbox.py:585(__init__)
       54    0.000    0.000    0.000    0.000 _base.py:2075(use_sticky_edges)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        2    0.000    0.000    0.034    0.017 core.py:1300(si)
        8    0.000    0.000    0.000    0.000 core.py:2547(_arraymethod)
       13    0.000    0.000    0.000    0.000 lines.py:1343(_get_rgba_ln_color)
        1    0.000    0.000    0.003    0.003 lex.py:869(lex)
        4    0.000    0.000    0.001    0.000 tempfile.py:124(rng)
       45    0.000    0.000    0.000    0.000 core.py:286(get_current_unit_registry)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3818(parseImpl)
        2    0.000    0.000    0.028    0.014 colorbar.py:342(draw_all)
       28    0.000    0.000    0.000    0.000 transforms.py:1601(frozen)
        8    0.000    0.000    0.000    0.000 generic.py:314(p_unit_with_power)
        1    0.000    0.000    0.042    0.042 __init__.py:9(Conf)
        5    0.000    0.000    0.001    0.000 mathtext.py:2068(__call__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
        1    0.000    0.000    0.001    0.001 file.py:78(_File)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2612(__init__)
       56    0.000    0.000    0.000    0.000 yacc.py:1400(bind)
        4    0.000    0.000    0.000    0.000 transforms.py:664(count_overlaps)
       28    0.000    0.000    0.000    0.000 arrayprint.py:768(_none_or_positive_arg)
       39    0.000    0.000    0.000    0.000 ticker.py:283(set_locs)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2710(charsAsStr)
        5    0.000    0.000    0.001    0.000 mathtext.py:536(get_results)
        1    0.000    0.000    0.001    0.001 __init__.py:781(matplotlib_fname)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2906(parseImpl)
        2    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
        1    0.000    0.000    0.000    0.000 column.py:459(Column)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        2    0.000    0.000    0.034    0.017 core.py:1255(to_system)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        2    0.000    0.000    0.000    0.000 functools32.py:357(decorating_function)
        1    0.000    0.000    0.000    0.000 image.py:18(_ImageBaseHDU)
        9    0.000    0.000    0.001    0.000 core.py:948(to)
        1    0.000    0.000    0.002    0.002 logger.py:50(Conf)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        2    0.000    0.000    0.028    0.014 colorbar.py:1333(colorbar_factory)
       12    0.000    0.000    0.000    0.000 mathtext.py:1972(shrink)
       15    0.000    0.000    0.000    0.000 _base.py:2741(set_axis_on)
       12    0.000    0.000    0.000    0.000 hdulist.py:235(__len__)
        5    0.000    0.000    0.000    0.000 _base.py:2467(set_frame_on)
        3    0.000    0.000    0.000    0.000 _axes.py:6069(_normalize_input)
       10    0.000    0.000    0.000    0.000 core.py:670(getdata)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
       13    0.000    0.000    0.023    0.002 lines.py:1266(_draw_lines)
        3    0.000    0.000    0.000    0.000 contour.py:1104(_make_paths)
       14    0.000    0.000    0.001    0.000 pyparsing.py:1985(__call__)
       28    0.000    0.000    0.000    0.000 base.py:439(<genexpr>)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2725(size)
        1    0.000    0.000    0.001    0.001 data.py:50(Conf)
        4    0.000    0.000    0.000    0.000 __init__.py:1134(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        6    0.000    0.000    0.000    0.000 core.py:1143(__init__)
        4    0.000    0.000    0.000    0.000 tempfile.py:48(_set_cloexec)
       18    0.000    0.000    0.000    0.000 header.py:1953(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
       50    0.000    0.000    0.000    0.000 {math.floor}
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
       20    0.000    0.000    0.000    0.000 fitsrec.py:574(columns)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 polar.py:220(PolarAxes)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4849(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:627(Axis)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1396(pathCollectionObject)
        1    0.000    0.000    0.000    0.000 art3d.py:500(Poly3DCollection)
        4    0.000    0.000    0.000    0.000 mathtext.py:1360(_get_font_constant_set)
       54    0.000    0.000    0.000    0.000 artist.py:746(get_clip_path)
        8    0.000    0.000    0.000    0.000 offsetbox.py:293(__init__)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:263(_get_bibtex)
        5    0.000    0.000    0.000    0.000 text.py:1103(set_size)
        2    0.000    0.000    0.001    0.000 transforms.py:529(inverse_transformed)
        1    0.000    0.000    0.000    0.000 fractions.py:44(Fraction)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1529(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
       12    0.000    0.000    0.000    0.000 generic.py:303(p_unit_expression)
       58    0.000    0.000    0.000    0.000 _funcsigs.py:273(kind)
        1    0.000    0.000    0.000    0.000 fitsrec.py:146(FITS_rec)
       22    0.000    0.000    0.000    0.000 decorator.py:223(<genexpr>)
        4    0.000    0.000    0.002    0.000 core.py:342(add_enabled_units)
       27    0.000    0.000    0.000    0.000 core.py:147(registry)
       21    0.000    0.000    0.000    0.000 cbook.py:1368(clear)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4722(srange)
        2    0.000    0.000    0.000    0.000 table.py:663(match_header)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        6    0.000    0.000    0.001    0.000 core.py:272(__init__)
       14    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 axis.py:2298(set_view_interval)
        3    0.000    0.000    0.039    0.013 _base.py:3023(set_xticklabels)
        1    0.000    0.000    0.000    0.000 subprocess.py:438(__del__)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cbook.py:396(__call__)
        2    0.000    0.000    0.048    0.024 offsetbox.py:265(get_window_extent)
        2    0.000    0.000    0.000    0.000 {posix.pipe}
        1    0.000    0.000    0.001    0.001 runner.py:209(make_test_runner_in)
        5    0.000    0.000    0.000    0.000 iterative.py:71(combine)
        3    0.000    0.000    0.001    0.000 _base.py:211(set_patchprops)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3327(And)
        1    0.000    0.000    0.000    0.000 misc.py:7(<module>)
        4    0.000    0.000    0.000    0.000 figure.py:775(set_facecolor)
        8    0.000    0.000    0.000    0.000 offsetbox.py:205(set_offset)
        3    0.000    0.000    0.000    0.000 _base.py:2972(set_xticks)
        2    0.000    0.000    0.000    0.000 figure.py:74(__init__)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:251(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:33(FunctionUnitBase)
       54    0.000    0.000    0.000    0.000 stride_tricks.py:120(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1800(__radd__)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
       11    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:4740(<lambda>)
       56    0.000    0.000    0.000    0.000 backend_bases.py:976(set_clip_rectangle)
       39    0.000    0.000    0.000    0.000 inspect.py:190(isframe)
       13    0.000    0.000    0.000    0.000 cm.py:276(set_array)
       46    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
       36    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        4    0.000    0.000    0.000    0.000 container.py:96(pchanged)
        4    0.000    0.000    0.001    0.000 _base.py:1727(add_artist)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1815(draw_event)
       24    0.000    0.000    0.000    0.000 column.py:582(unit)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
       14    0.000    0.000    0.000    0.000 table.py:1220(__getitem__)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        9    0.000    0.000    0.000    0.000 core.py:2297(_condition_arg)
        4    0.000    0.000    0.000    0.000 patches.py:1967(__init__)
        1    0.000    0.000    0.000    0.000 newint.py:31(newint)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3894(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2004(suppress)
        4    0.000    0.000    0.000    0.000 patches.py:2184(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:1786(__init__)
        1    0.000    0.000    0.000    0.000 data_info.py:192(DataInfo)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        6    0.000    0.000    0.000    0.000 configobj.py:512(_initialise)
        1    0.000    0.000    0.000    0.000 _datasource.py:263(DataSource)
       58    0.000    0.000    0.000    0.000 artist.py:894(get_label)
        1    0.000    0.000    0.000    0.000 console.py:6(<module>)
        2    0.000    0.000    0.000    0.000 core.py:1696(mask_or)
        8    0.000    0.000    0.000    0.000 header.py:115(__len__)
        9    0.000    0.000    0.000    0.000 mathtext.py:2569(pop_state)
       15    0.000    0.000    0.000    0.000 artist.py:981(<lambda>)
        2    0.000    0.000    0.000    0.000 patches.py:2578(get_path)
       25    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        5    0.000    0.000    0.000    0.000 axis.py:679(set_label_coords)
        4    0.000    0.000    0.000    0.000 weakref.py:362(__getitem__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2854(mean)
        1    0.000    0.000    0.000    0.000 mathtext.py:659(BakomaFonts)
        5    0.000    0.000    0.000    0.000 decorators.py:929(_get_function_args)
        4    0.000    0.000    0.000    0.000 header.py:2117(_block_size)
       18    0.000    0.000    0.000    0.000 path.py:720(unit_circle)
        4    0.000    0.000    0.000    0.000 widgets.py:37(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        2    0.000    0.000    0.000    0.000 _base.py:1361(get_data_ratio)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
       66    0.000    0.000    0.000    0.000 sre_parse.py:217(tell)
       11    0.000    0.000    0.000    0.000 rcsetup.py:76(_listify_validator)
        2    0.000    0.000    0.000    0.000 table.py:773(match_header)
        4    0.000    0.000    0.000    0.000 header.py:745(clear)
       10    0.000    0.000    0.000    0.000 offsetbox.py:660(get_extent)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 column.py:1132(ColDefs)
        1    0.000    0.000    0.000    0.000 decoder.py:370(raw_decode)
        2    0.000    0.000    0.001    0.000 legend_handler.py:91(legend_artist)
        1    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
        1    0.000    0.000    0.000    0.000 compressed.py:378(CompImageHDU)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:771(UnicodeFonts)
        2    0.000    0.000    0.000    0.000 backend_mixed.py:20(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:477(_set_defaults)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _funcsigs.py:277(replace)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
       12    0.000    0.000    0.000    0.000 patches.py:698(get_path)
       48    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.003    0.001 table.py:1111(pformat)
        8    0.000    0.000    0.000    0.000 file.py:344(tell)
        6    0.000    0.000    0.000    0.000 core.py:3745(compressed)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
        1    0.000    0.000    0.000    0.000 ensemble.py:23(EnsembleSampler)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4784(tokenMap)
        1    0.000    0.000    0.021    0.021 __init__.py:122(Conf)
        7    0.000    0.000    0.000    0.000 rrule.py:67(__init__)
        3    0.000    0.000    0.000    0.000 posixpath.py:82(split)
       16    0.000    0.000    0.000    0.000 transforms.py:388(_get_height)
        2    0.000    0.000    0.000    0.000 base.py:467(_get_raw_data)
       28    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        1    0.000    0.000    0.000    0.000 constant.py:79(Constant)
        1    0.000    0.000    0.000    0.000 unicode_format.py:6(<module>)
        8    0.000    0.000    0.000    0.000 generic.py:429(_get_unit)
        1    0.000    0.000    0.000    0.000 patches.py:69(Patch)
       60    0.000    0.000    0.000    0.000 scale.py:66(__init__)
        1    0.000    0.000    0.001    0.001 six.py:35(_import_six)
        1    0.000    0.000    0.000    0.000 zipfile.py:732(ZipFile)
        1    0.000    0.000    0.000    0.000 sysconfig.py:589(get_platform)
        1    0.000    0.000    0.000    0.000 dok.py:28(dok_matrix)
        4    0.000    0.000    0.000    0.000 tempfile.py:221(_get_candidate_names)
       55    0.000    0.000    0.000    0.000 collections.py:687(get_facecolor)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
        2    0.000    0.000    0.000    0.000 generic.py:120(t_UFLOAT)
        1    0.000    0.000    0.000    0.000 <string>:1(FullArgSpec)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        2    0.000    0.000    0.000    0.000 transforms.py:395(_get_size)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
       14    0.000    0.000    0.000    0.000 __init__.py:3082(<genexpr>)
        1    0.000    0.000    0.000    0.000 multiarray.py:9(<module>)
