Running object 17999
('ROW:', 17999, 'Tau:', '2.9100005447392197', 'V:', '-0.5787053374100214', 'dMu:', '-0.055292264765846394')
         12188382 function calls (12106005 primitive calls) in 81.822 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      310    0.000    0.000    0.017    0.000 axis.py:498(_get_text2_transform)
        2    0.000    0.000    0.002    0.001 __init__.py:6(<module>)
       82    0.000    0.000    0.003    0.000 backend_pdf.py:339(__init__)
        1    0.000    0.000    0.000    0.000 _fitpack_impl.py:23(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
      196    0.000    0.000    0.003    0.000 axis.py:1499(set_label_text)
        6    0.000    0.000    0.041    0.007 contour.py:769(__init__)
       74    0.000    0.000    0.000    0.000 {zlib.compressobj}
        1    0.000    0.000    0.347    0.347 ClusterEmcee2_newprob_mu_old.py:227(plotdata)
       40    0.000    0.000    0.001    0.000 spines.py:193(_adjust_location)
       74    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
      564    0.000    0.000    0.001    0.000 sre_compile.py:546(isstring)
      348    0.000    0.000    0.001    0.000 __init__.py:1462(_fn)
     1476    0.000    0.000    0.000    0.000 header.py:320(_modified)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
        1    0.000    0.000    0.001    0.001 converters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
      103    0.000    0.000    0.002    0.000 core.py:3186(__getitem__)
      412    0.000    0.000    0.006    0.000 colors.py:113(is_color_like)
        1    0.000    0.000    0.001    0.001 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
     1874    0.000    0.000    0.000    0.000 backend_bases.py:1128(get_sketch_params)
     1484    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
       22    0.000    0.000    0.074    0.003 __init__.py:602(add_entry)
       75    0.000    0.000    0.001    0.000 latex.py:90(format_exponential_notation)
      423    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      224    0.000    0.000    0.000    0.000 {numpy.core.multiarray.dragon4_positional}
      150    0.000    0.000    0.003    0.000 transforms.py:2685(__init__)
      303    0.000    0.000    0.003    0.000 axis.py:1465(convert_units)
      369    0.000    0.000    0.008    0.000 backend_pdf.py:2139(new_gc)
        1    0.000    0.000    0.001    0.001 cbook.py:7(<module>)
        3    0.000    0.000    0.001    0.000 _version.py:7(<module>)
     2542    0.000    0.000    0.000    0.000 core.py:1551(names)
        5    0.000    0.000    0.018    0.004 backend_mixed.py:106(stop_rasterizing)
      939    0.000    0.000    0.001    0.000 copy_reg.py:92(__newobj__)
       67    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
     2540    0.000    0.000    0.000    0.000 font_manager.py:752(get_style)
       90    0.000    0.000    0.003    0.000 transforms.py:2203(__init__)
       69    0.000    0.000    0.001    0.000 _base.py:3733(get_children)
      905    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
        9    0.000    0.000    0.000    0.000 gridspec.py:37(__init__)
      346    0.000    0.000    0.001    0.000 numeric.py:1917(isscalar)
      109    0.000    0.000    0.000    0.000 {method 'translate' of 'unicode' objects}
      229    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
        3    0.000    0.000    0.061    0.020 _axes.py:5202(pcolor)
        1    0.000    0.000    0.002    0.002 parser.py:29(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:262(_reset_cache)
       60    0.000    0.000    0.019    0.000 spines.py:453(linear_spine)
        1    0.000    0.000    0.000    0.000 Image.py:506(Image)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
   131/65    0.000    0.000    0.006    0.000 pyparsing.py:3322(copy)
     1218    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.006    0.001 backend_pdf.py:1776(draw_mathtext)
        1    0.000    0.000    0.011    0.011 __init__.py:43(<module>)
      285    0.000    0.000    0.016    0.000 axis.py:361(_get_text1_transform)
      192    0.000    0.000    0.001    0.000 transforms.py:2460(get_matrix)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.940    0.940 corner.py:20(corner)
        1    0.000    0.000    0.003    0.003 column.py:3(<module>)
       38    0.000    0.000    0.005    0.000 __init__.py:1792(get_metadata)
       45    0.000    0.000    0.001    0.000 transforms.py:686(padded)
     2667    0.000    0.000    0.000    0.000 font_manager.py:793(get_file)
        2    0.000    0.000    0.001    0.000 backend_pdf.py:1462(writeXref)
        1    0.000    0.000    0.003    0.003 ClusterEmcee2_newprob_mu_old.py:265(getdata)
      334    0.000    0.000    0.000    0.000 core.py:3570(_get_data)
       30    0.000    0.000    0.185    0.006 axis.py:641(__init__)
       15    0.000    0.000    0.001    0.000 ticker.py:648(_compute_offset)
  668/656    0.000    0.000    0.004    0.000 transforms.py:1683(transform)
      724    0.000    0.000    0.000    0.000 util.py:753(_convert_array)
        1    0.000    0.000    0.041    0.041 requirements.py:4(<module>)
      289    0.000    0.000    0.001    0.000 re.py:284(_subx)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
       15    0.000    0.000    1.676    0.112 _base.py:2346(draw)
       36    0.000    0.000    0.000    0.000 mathtext.py:1664(hpack)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
      337    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
      278    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.093    0.093 add_newdocs.py:10(<module>)
     2794    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
     1086    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
      159    0.000    0.000    0.001    0.000 cbook.py:1761(get_siblings)
      180    0.000    0.000    0.000    0.000 cbook.py:349(__init__)
        1    0.000    0.000    0.003    0.003 interruptible_pool.py:23(<module>)
  126/118    0.000    0.000    0.012    0.000 core.py:656(__div__)
      208    0.000    0.000    0.001    0.000 cbook.py:2199(is_math_text)
      584    0.000    0.000    0.005    0.000 font_manager.py:730(__eq__)
        1    0.000    0.000    0.000    0.000 art3d.py:8(<module>)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
       77    0.000    0.000    0.002    0.000 constant.py:89(__new__)
      239    0.000    0.000    0.001    0.000 fontconfig_pattern.py:150(_families)
        5    0.000    0.000    0.002    0.000 constant.py:36(__new__)
      136    0.000    0.000    0.002    0.000 pyparsing.py:3368(__init__)
      232    0.000    0.000    0.001    0.000 linalg.py:222(_assertNoEmpty2d)
        1    0.000    0.000    0.001    0.001 __init__.py:36(<module>)
     1499    0.000    0.000    0.001    0.000 util.py:786(_is_int)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
       26    0.000    0.000    0.007    0.000 __init__.py:905(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:456(_GenerateCRCTable)
      724    0.000    0.000    0.000    0.000 column.py:137(__init__)
        1    0.000    0.000    0.003    0.003 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      177    0.000    0.000    0.000    0.000 colors.py:414(__init__)
      240    0.000    0.000    0.001    0.000 axis.py:1545(set_minor_locator)
      136    0.000    0.000    0.007    0.000 backend_pdf.py:1766(_setup_textpos)
        2    0.000    0.000    0.001    0.001 base.py:3(<module>)
       48    0.000    0.000    0.002    0.000 __init__.py:1042(_open_file_or_url)
        6    0.000    0.000    0.001    0.000 patches.py:1811(_pprint_styles)
     2428    0.000    0.000    0.000    0.000 font_manager.py:790(get_size_in_points)
     1874    0.000    0.000    0.000    0.000 backend_pdf.py:293(pdfRepr)
       69    0.000    0.000    0.002    0.000 backend_pdf.py:2255(clip_cmd)
      587    0.000    0.000    0.005    0.000 colors.py:313(to_rgba)
      250    0.000    0.000    0.000    0.000 {zip}
       22    0.000    0.000    0.001    0.000 collections.py:858(set_sizes)
     2540    0.000    0.000    0.000    0.000 font_manager.py:760(get_variant)
      344    0.000    0.000    0.000    0.000 artist.py:775(_set_gc_clip)
      265    0.000    0.000    0.001    0.000 quantity.py:846(to_value)
      724    0.000    0.000    0.000    0.000 column.py:732(array)
       30    0.000    0.000    0.049    0.002 axis.py:1067(_get_tick_bboxes)
      163    0.000    0.000    0.001    0.000 backend_pdf.py:2329(copy_properties)
       23    0.000    0.000    0.017    0.001 _base.py:1811(_update_line_limits)
        1    0.000    0.000    0.001    0.001 httplib.py:67(<module>)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
      906    0.000    0.000    0.001    0.000 generic.py:482(_get_unit_name)
        1    0.000    0.000    0.002    0.002 logger.py:2(<module>)
      909    0.000    0.000    0.000    0.000 backend_bases.py:1102(get_hatch_path)
     1299    0.000    0.000    0.000    0.000 text.py:636(set_wrap)
      830    0.000    0.000    0.004    0.000 generic.py:504(to_string)
    39/32    0.000    0.000    0.214    0.007 __init__.py:1819(inner)
      118    0.000    0.000    0.006    0.000 pkgutil.py:173(find_module)
      192    0.000    0.000    0.001    0.000 font_manager.py:1330(is_opentype_cff_font)
      232    0.000    0.000    0.000    0.000 optimize.py:285(wrap_function)
    16/10    0.000    0.000    0.003    0.000 offsetbox.py:453(get_extent_offsets)
      232    0.000    0.000    0.000    0.000 linalg.py:191(_assertRank2)
      660    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.015    0.015 inspect.py:25(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:65(__init__)
       67    0.000    0.000    0.000    0.000 {_codecs.ascii_decode}
      243    0.000    0.000    0.000    0.000 {repr}
        3    0.000    0.000    0.013    0.004 _axes.py:5873(hist)
     2540    0.000    0.000    0.000    0.000 font_manager.py:767(get_weight)
  106/105    0.000    0.000    0.011    0.000 core.py:694(__mul__)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        3    0.000    0.000    0.001    0.000 __init__.py:9(<module>)
     1262    0.000    0.000    0.001    0.000 sre_compile.py:101(fixup)
        1    0.000    0.000    0.001    0.001 yacc.py:62(<module>)
       94    0.000    0.000    0.006    0.000 core.py:6345(array)
     2540    0.000    0.000    0.000    0.000 font_manager.py:776(get_stretch)
       50    0.000    0.000    0.003    0.000 transforms.py:898(update_from_path)
      469    0.000    0.000    0.002    0.000 pyparsing.py:1473(clear)
      163    0.000    0.000    0.000    0.000 backend_bases.py:806(copy_properties)
      164    0.000    0.000    0.001    0.000 pyparsing.py:3697(__init__)
      120    0.000    0.000    0.057    0.000 axis.py:191(set_clip_path)
      208    0.000    0.000    0.005    0.000 rcsetup.py:359(validate_color_for_prop_cycle)
        1    0.000    0.000    0.001    0.001 pyplot.py:1882(get_plot_commands)
      234    0.000    0.000    0.000    0.000 {numpy.core.multiarray.promote_types}
       53    0.000    0.000    0.001    0.000 core.py:891(__init__)
        1    0.000    0.000    0.001    0.001 disable_internet.py:2(<module>)
        1    0.000    0.000    0.000    0.000 writer.py:5(<module>)
        1    0.000    0.000    0.003    0.003 misc.py:6(<module>)
      405    0.000    0.000    0.000    0.000 artist.py:1193(aliased_name)
     1866    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
      213    0.000    0.000    0.005    0.000 transforms.py:1791(inverted)
      161    0.000    0.000    0.001    0.000 patches.py:370(set_linewidth)
       69    0.000    0.000    0.001    0.000 pyparsing.py:2371(__init__)
      271    0.000    0.000    0.000    0.000 cbook.py:479(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:3(<module>)
     1135    0.000    0.000    0.000    0.000 sre_parse.py:222(isident)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       68    0.000    0.000    0.012    0.000 backend_pdf.py:1998(draw_text_simple)
     1269    0.000    0.000    0.000    0.000 font_manager.py:907(set_file)
       16    0.000    0.000    0.008    0.000 rcsetup.py:805(validate_cycler)
       80    0.000    0.000    0.001    0.000 cm.py:51(_reverse_cmap_spec)
        4    0.000    0.000    0.025    0.006 _axes.py:2691(errorbar)
      475    0.000    0.000    0.001    0.000 misc.py:518(is_public_member)
        1    0.000    0.000    0.014    0.014 filters.py:31(<module>)
        1    0.000    0.000    0.013    0.013 feedparser.py:20(<module>)
   142/71    0.000    0.000    0.008    0.000 transforms.py:2400(inverted)
       53    0.000    0.000    0.002    0.000 core.py:712(__rmul__)
        1    0.000    0.000    0.337    0.337 convenience.py:55(<module>)
     1243    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      168    0.000    0.000    0.023    0.000 __init__.py:2823(_reload_version)
       60    0.000    0.000    0.010    0.000 scale.py:69(set_default_locators_and_formatters)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
      304    0.000    0.000    0.000    0.000 functools.py:39(wraps)
     1193    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
       48    0.000    0.000    0.050    0.001 pyparsing.py:2757(__init__)
       10    0.000    0.000    0.002    0.000 pprint.py:198(_pformat_col)
      172    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
       15    0.000    0.000    0.003    0.000 axis.py:1731(_get_label)
       33    0.000    0.000    0.082    0.002 configuration.py:225(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:10(<module>)
      198    0.000    0.000    0.001    0.000 text.py:294(get_rotation)
       23    0.000    0.000    0.025    0.001 _base.py:1782(add_line)
      208    0.000    0.000    0.001    0.000 text.py:1215(is_math_text)
       82    0.000    0.000    0.007    0.000 backend_pdf.py:378(end)
       15    0.000    0.000    0.002    0.000 _funcsigs.py:507(from_function)
      316    0.000    0.000    0.001    0.000 backend_bases.py:940(set_alpha)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
      278    0.000    0.000    0.000    0.000 gridspec.py:469(__eq__)
        1    0.000    0.000    0.064    0.064 si.py:7(<module>)
      148    0.000    0.000    0.000    0.000 markers.py:214(__nonzero__)
     1810    0.000    0.000    0.000    0.000 {_sre.getlower}
        8    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
      288    0.000    0.000    0.005    0.000 core.py:2129(is_unity)
        1    0.000    0.000    0.014    0.014 groups.py:2(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:14(<module>)
        1    0.000    0.000    0.001    0.001 html.py:9(<module>)
   123/61    0.000    0.000    0.005    0.000 pyparsing.py:3341(copy)
       40    0.000    0.000    0.003    0.000 legend.py:887(_get_anchored_bbox)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
      285    0.000    0.000    0.001    0.000 sre_parse.py:190(__init__)
      148    0.000    0.000    0.003    0.000 lines.py:730(_transform_path)
      170    0.000    0.000    0.001    0.000 linecache.py:47(checkcache)
      120    0.000    0.000    0.000    0.000 transforms.py:1739(_get_is_separable)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
      789    0.000    0.000    0.000    0.000 transforms.py:1642(_get_is_affine)
      408    0.000    0.000    0.000    0.000 path.py:373(__len__)
       62    0.000    0.000    0.001    0.000 axis.py:809(_translate_tick_kw)
        5    0.000    0.000    0.001    0.000 yacc.py:1003(parseopt_notrack)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
      485    0.000    0.000    0.000    0.000 urllib.py:1219(<genexpr>)
      109    0.000    0.000    0.006    0.000 textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 misc.py:12(<module>)
        1    0.000    0.000    0.003    0.003 si.py:5(<module>)
      333    0.000    0.000    0.001    0.000 transforms.py:2145(transform_non_affine)
    56/28    0.000    0.000    0.004    0.000 transforms.py:2314(frozen)
       15    0.000    0.000    0.009    0.001 contour.py:1111(changed)
      240    0.000    0.000    0.002    0.000 genericpath.py:46(isdir)
      210    0.000    0.000    0.001    0.000 numeric.py:2862(__exit__)
      232    0.000    0.000    0.000    0.000 polynomial.py:1067(_coeffs)
       32    0.000    0.000    0.000    0.000 cm.py:34(revcmap)
      103    0.000    0.000    0.002    0.000 _base.py:922(_set_artist_props)
       55    0.000    0.000    0.005    0.000 colors.py:803(process_value)
       34    0.000    0.000    0.000    0.000 ticker.py:1608(scale_range)
      107    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
      881    0.000    0.000    0.000    0.000 core.py:1656(decompose)
      786    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
        6    0.000    0.000    0.006    0.001 contour.py:1408(_process_args)
       35    0.000    0.000    0.044    0.001 collections.py:240(_prepare_points)
      240    0.000    0.000    0.001    0.000 axis.py:1523(set_minor_formatter)
      435    0.000    0.000    0.000    0.000 {method 'count' of 'unicode' objects}
       80    0.000    0.000    0.003    0.000 _base.py:1987(_process_unit_info)
        1    0.000    0.000    0.003    0.003 lines.py:4(<module>)
      103    0.000    0.000    0.000    0.000 {_codecs.utf_8_decode}
        1    0.000    0.000    0.001    0.001 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.012    0.012 decorators.py:5(<module>)
      968    0.000    0.000    0.001    0.000 version.py:53(__eq__)
        2    0.000    0.000    0.005    0.003 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
      584    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
      641    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
    32/26    0.000    0.000    0.005    0.000 gridspec.py:420(get_position)
      109    0.000    0.000    0.007    0.000 __init__.py:2090(_handle_ns)
      485    0.000    0.000    0.000    0.000 urlparse.py:353(<genexpr>)
      130    0.000    0.000    0.000    0.000 backend_pdf.py:236(pdfRepr)
      215    0.000    0.000    0.000    0.000 {format}
        1    0.000    0.000    0.000    0.000 fixedwidth.py:9(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:99(<module>)
      109    0.000    0.000    0.001    0.000 textwrap.py:115(__init__)
      993    0.000    0.000    0.000    0.000 ticker.py:232(set_axis)
     1392    0.000    0.000    0.000    0.000 artist.py:802(get_agg_filter)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
        1    0.000    0.000    0.000    0.000 recfunctions.py:7(<module>)
      446    0.000    0.000    0.001    0.000 text.py:1168(set_y)
      464    0.000    0.000    0.000    0.000 linalg.py:218(_isEmpty2d)
      216    0.000    0.000    0.001    0.000 transforms.py:2659(get_matrix)
      713    0.000    0.000    0.002    0.000 pyparsing.py:4615(<genexpr>)
   244/72    0.000    0.000    0.000    0.000 util.py:182(itersubclasses)
  133/106    0.000    0.000    0.003    0.000 transforms.py:2343(_iter_break_from_left_to_right)
     1392    0.000    0.000    0.000    0.000 artist.py:785(get_rasterized)
        1    0.000    0.000    0.021    0.021 configuration.py:10(<module>)
     17/2    0.000    0.000    1.676    0.838 image.py:120(_draw_list_compositing_images)
      968    0.000    0.000    0.001    0.000 version.py:47(__lt__)
      382    0.000    0.000    0.000    0.000 collections.py:133(itervalues)
        7    0.000    0.000    0.003    0.000 cbook.py:1806(delete_masked_points)
       77    0.000    0.000    0.001    0.000 constant.py:216(__array_finalize__)
      420    0.000    0.000    0.001    0.000 axis.py:903(_set_artist_props)
       25    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       12    0.000    0.000    0.000    0.000 {method 'create_contour' of 'matplotlib.QuadContourGenerator' objects}
      526    0.000    0.000    0.000    0.000 {method 'rfind' of 'unicode' objects}
      132    0.000    0.000    0.000    0.000 utils.py:18(get_grouped_by_powers)
        1    0.000    0.000    0.012    0.012 message.py:5(<module>)
     1115    0.000    0.000    0.000    0.000 sre_parse.py:146(__setitem__)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
      210    0.000    0.000    0.002    0.000 numeric.py:2857(__enter__)
      280    0.000    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
      504    0.000    0.000    0.000    0.000 __init__.py:2434(is_version_line)
       86    0.000    0.000    0.001    0.000 patches.py:392(set_linestyle)
      289    0.000    0.000    0.000    0.000 re.py:264(_compile_repl)
        1    0.000    0.000    0.041    0.041 logarithmic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
      210    0.000    0.000    0.000    0.000 numeric.py:2853(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        5    0.000    0.000    0.001    0.000 backend_pdf.py:1255(_unpack)
       20    0.000    0.000    0.001    0.000 cbook.py:188(deprecate)
      230    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
      372    0.000    0.000    0.000    0.000 {method 'get_char_index' of 'matplotlib.ft2font.FT2Font' objects}
       34    0.000    0.000    0.001    0.000 path.py:528(get_extents)
        1    0.000    0.000    0.001    0.001 mlab.py:163(<module>)
      236    0.000    0.000    0.000    0.000 {math.log}
      744    0.000    0.000    0.000    0.000 _internal.py:331(_getfield_is_safe)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
       25    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        2    0.000    0.000    0.000    0.000 _numpy_hacks.py:8(realign_dtype)
       46    0.000    0.000    0.023    0.001 backend_pdf.py:239(write)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
      144    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
      398    0.000    0.000    0.001    0.000 text.py:1159(set_x)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
      214    0.000    0.000    0.003    0.000 __init__.py:1398(has_metadata)
       20    0.000    0.000    0.002    0.000 fitsrec.py:673(field)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
      287    0.000    0.000    0.000    0.000 posixpath.py:112(basename)
       13    0.000    0.000    0.010    0.001 _base.py:354(_plot_args)
        1    0.000    0.000    0.002    0.002 six.py:5(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
       60    0.000    0.000    0.000    0.000 transforms.py:1605(_set)
       15    0.000    0.000    0.004    0.000 _base.py:648(_set_lim_and_transforms)
    61/13    0.000    0.000    0.006    0.000 pyparsing.py:3266(leaveWhitespace)
      128    0.000    0.000    0.000    0.000 backend_pdf.py:1444(reserveObject)
        1    0.000    0.000    0.012    0.012 tokenize.py:23(<module>)
      102    0.000    0.000    0.010    0.000 __init__.py:2630(activate)
      623    0.000    0.000    0.000    0.000 inspect.py:208(iscode)
      514    0.000    0.000    0.000    0.000 sre_parse.py:86(closegroup)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:48(<module>)
      247    0.000    0.000    0.000    0.000 ticker.py:516(set_useOffset)
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
     1242    0.000    0.000    0.000    0.000 core.py:1572(short_names)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
       83    0.000    0.000    0.002    0.000 pyparsing.py:1780(__add__)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:350(__init__)
     12/8    0.000    0.000    0.003    0.000 offsetbox.py:376(get_extent_offsets)
      106    0.000    0.000    0.002    0.000 latex.py:50(_format_bases)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
       15    0.000    0.000    0.006    0.000 _base.py:630(set_figure)
       34    0.000    0.000    0.032    0.001 ticker.py:1788(tick_values)
    61/11    0.000    0.000    0.006    0.001 pyparsing.py:3247(leaveWhitespace)
      126    0.000    0.000    0.095    0.001 core.py:2226(def_unit)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        4    0.000    0.000    0.001    0.000 exceptions.py:1414(_get_warning_and_exception_classes)
      356    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
       30    0.000    0.000    0.003    0.000 _base.py:2652(tick_params)
      154    0.000    0.000    0.000    0.000 data_info.py:276(__setattr__)
        1    0.000    0.000    0.000    0.000 mpi_pool.py:4(<module>)
      846    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
       34    0.000    0.000    0.032    0.001 ticker.py:1784(__call__)
       53    0.000    0.000    0.003    0.000 transforms.py:988(_set_intervalx)
      340    0.000    0.000    0.053    0.000 patches.py:720(get_patch_transform)
      479    0.000    0.000    0.000    0.000 core.py:1360(getmask)
       92    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.002    0.002 header.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pilutil.py:7(<module>)
      116    0.000    0.000    0.001    0.000 ticker.py:537(fix_minus)
       12    0.000    0.000    0.001    0.000 backend_mixed.py:73(_set_current_renderer)
       30    0.000    0.000    0.007    0.000 axis.py:1764(_get_pixel_distance_along_axis)
       10    0.000    0.000    0.085    0.009 mathtext.py:988(__init__)
       40    0.000    0.000    0.000    0.000 {method 'splitlines' of 'unicode' objects}
        6    0.000    0.000    0.000    0.000 patches.py:1774(_pprint_table)
      110    0.000    0.000    0.000    0.000 misc.py:41(isiterable)
       36    0.000    0.000    0.001    0.000 nosetester.py:157(__init__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
      263    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
       13    0.000    0.000    0.004    0.000 pyparsing.py:2612(__init__)
        4    0.000    0.000    0.000    0.000 ClusterEmcee2_newprob_mu_old.py:223(goodrow)
        1    0.000    0.000    0.004    0.004 iterators.py:33(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3152(ArrowStyle)
      294    0.000    0.000    0.000    0.000 cycler.py:138(keys)
      107    0.000    0.000    0.001    0.000 __init__.py:3002(_find_adapter)
      319    0.000    0.000    0.002    0.000 {method 'max' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.014    0.002 utils.py:84(generate_unit_summary)
       72    0.000    0.000    0.001    0.000 axis.py:1364(grid)
      268    0.000    0.000    0.000    0.000 rcsetup.py:156(validate_float)
        1    0.000    0.000    0.000    0.000 misc.py:37(<module>)
       58    0.000    0.000    0.002    0.000 {method 'view' of 'numpy.generic' objects}
      979    0.000    0.000    0.000    0.000 artist.py:730(get_visible)
       10    0.000    0.000    0.020    0.002 axis.py:2354(get_tick_space)
       38    0.000    0.000    0.016    0.000 mathtext.py:805(_get_glyph)
     1283    0.000    0.000    0.001    0.000 __init__.py:2226(_normalize_cached)
      130    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
      120    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {numpy.core.multiarray.bincount}
       15    0.000    0.000    1.026    0.068 figure.py:940(add_subplot)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:5(<module>)
       15    0.000    0.000    0.005    0.000 axis.py:2143(_update_label_position)
       11    0.000    0.000    0.001    0.000 decorator.py:97(__init__)
        1    0.000    0.000    0.003    0.003 misc.py:1(<module>)
      135    0.000    0.000    0.002    0.000 pyparsing.py:1799(__add__)
