,filter,time,field,noise
24,g,56891.390625,18.0,0.0023
92,r,56891.39439152,18.0,0.0021000000000000003
164,i,56891.39647504,18.0,0.0022
256,z,56891.3984375,18.0,0.0018000000000000002
257,z,56891.40234375,18.0,0.0018000000000000002
25,g,56904.296875,18.0,0.0023
165,i,56904.29990723,18.0,0.0022
258,z,56904.30254318,18.0,0.0018000000000000002
259,z,56904.3046875,18.0,0.0018000000000000002
260,z,56920.31640625,18.0,0.0018000000000000002
166,i,56927.23828125,18.0,0.0022
261,z,56927.2421875,18.0,0.0018000000000000002
262,z,56927.24609375,18.0,0.0018000000000000002
26,g,56943.22858153,18.0,0.0023
93,r,56943.23215048,18.0,0.0021000000000000003
167,i,56943.234375,18.0,0.0022
264,z,56943.23684736,18.0,0.0018000000000000002
263,z,56943.23948906,18.0,0.0018000000000000002
27,g,56949.32326633,18.0,0.0023
94,r,56949.32561251,18.0,0.0021000000000000003
168,i,56949.328125,18.0,0.0022
266,z,56949.33029304,18.0,0.0018000000000000002
265,z,56949.33292826,18.0,0.0018000000000000002
28,g,56960.26953125,18.0,0.0023
95,r,56960.2734375,18.0,0.0021000000000000003
169,i,56960.27552797,18.0,0.0022
267,z,56960.27815966,18.0,0.0018000000000000002
268,z,56960.28125,18.0,0.0018000000000000002
29,g,56980.31640625,18.0,0.0023
269,z,56980.328125,18.0,0.0018000000000000002
30,g,56988.0294158,18.0,0.0023
96,r,56988.03176448,18.0,0.0021000000000000003
170,i,56988.03382439,18.0,0.0022
270,z,56988.03647109,18.0,0.0018000000000000002
271,z,56988.0390625,18.0,0.0018000000000000002
171,i,56991.15625,18.0,0.0022
273,z,56991.15822768,18.0,0.0018000000000000002
272,z,56991.16087294,18.0,0.0018000000000000002
31,g,56992.13493091,18.0,0.0023
97,r,56992.13852869,18.0,0.0021000000000000003
172,i,56992.140625,18.0,0.0022
275,z,56992.14324618,18.0,0.0018000000000000002
274,z,56992.14589577,18.0,0.0018000000000000002
98,r,57001.30427969,18.0,0.0021000000000000003
173,i,57001.30636467,18.0,0.0022
276,z,57001.30859375,18.0,0.0018000000000000002
277,z,57001.3125,18.0,0.0018000000000000002
99,r,57008.11328125,18.0,0.0021000000000000003
278,z,57008.12109375,18.0,0.0018000000000000002
32,g,57012.08203125,18.0,0.0023
100,r,57012.08416427,18.0,0.0021000000000000003
174,i,57012.0862193,18.0,0.0022
280,z,57012.08885965,18.0,0.0018000000000000002
279,z,57012.09148908,18.0,0.0018000000000000002
281,z,57018.08203125,18.0,0.0018000000000000002
33,g,57019.0703125,18.0,0.0023
101,r,57019.07247011,18.0,0.0021000000000000003
175,i,57019.07453806,18.0,0.0022
283,z,57019.07718943,18.0,0.0018000000000000002
282,z,57019.07982044,18.0,0.0018000000000000002
34,g,57026.16631307,18.0,0.0023
102,r,57026.16867505,18.0,0.0021000000000000003
176,i,57026.17074525,18.0,0.0022
284,z,57026.17340592,18.0,0.0018000000000000002
285,z,57026.17578125,18.0,0.0018000000000000002
286,z,57033.16796875,18.0,0.0018000000000000002
287,z,57033.171875,18.0,0.0018000000000000002
288,z,57047.09765625,18.0,0.0018000000000000002
289,z,57061.1484375,18.0,0.0018000000000000002
290,z,57061.15234375,18.0,0.0018000000000000002
35,g,57066.02960326,18.0,0.0023
103,r,57066.03194813,18.0,0.0021000000000000003
177,i,57066.03401482,18.0,0.0022
291,z,57066.03665874,18.0,0.0018000000000000002
292,z,57066.0390625,18.0,0.0018000000000000002
36,g,57249.421875,18.0,0.0023
104,r,57250.33203125,18.0,0.0021000000000000003
178,i,57250.3359375,18.0,0.0022
293,z,57250.33984375,18.0,0.0018000000000000002
37,g,57255.41015625,18.0,0.0023
105,r,57255.41282948,18.0,0.0021000000000000003
179,i,57255.41487894,18.0,0.0022
294,z,57255.41796875,18.0,0.0018000000000000002
295,z,57255.421875,18.0,0.0018000000000000002
38,g,57265.36328125,18.0,0.0023
106,r,57265.36558814,18.0,0.0021000000000000003
180,i,57265.36764078,18.0,0.0022
296,z,57265.37027634,18.0,0.0018000000000000002
297,z,57265.37292454,18.0,0.0018000000000000002
298,z,57276.3515625,18.0,0.0018000000000000002
39,g,57278.2333936,18.0,0.0023
107,r,57278.23576047,18.0,0.0021000000000000003
299,z,57278.24048096,18.0,0.0018000000000000002
300,z,57278.24311805,18.0,0.0018000000000000002
108,r,57286.25390625,18.0,0.0021000000000000003
181,i,57286.25664497,18.0,0.0022
301,z,57286.25929693,18.0,0.0018000000000000002
302,z,57286.26171875,18.0,0.0018000000000000002
182,i,57297.19140625,18.0,0.0022
304,z,57297.19408374,18.0,0.0018000000000000002
303,z,57297.19672026,18.0,0.0018000000000000002
305,z,57302.32421875,18.0,0.0018000000000000002
183,i,57303.15625,18.0,0.0022
306,z,57303.16015625,18.0,0.0018000000000000002
307,z,57304.1875,18.0,0.0018000000000000002
40,g,57311.35546875,18.0,0.0023
308,z,57311.36328125,18.0,0.0018000000000000002
41,g,57315.22918149,18.0,0.0023
109,r,57315.2315549,18.0,0.0021000000000000003
309,z,57315.23828125,18.0,0.0018000000000000002
310,z,57325.12890625,18.0,0.0018000000000000002
42,g,57329.2109375,18.0,0.0023
110,r,57329.21346738,18.0,0.0021000000000000003
184,i,57329.21553395,18.0,0.0022
311,z,57329.21875,18.0,0.0018000000000000002
312,z,57329.22265625,18.0,0.0018000000000000002
43,g,57332.07421875,18.0,0.0023
111,r,57332.07675463,18.0,0.0021000000000000003
185,i,57332.07883108,18.0,0.0022
313,z,57332.08203125,18.0,0.0018000000000000002
314,z,57332.0859375,18.0,0.0018000000000000002
44,g,57345.3125,18.0,0.0023
315,z,57345.3203125,18.0,0.0018000000000000002
316,z,57355.24609375,18.0,0.0018000000000000002
112,r,57365.18359375,18.0,0.0021000000000000003
318,z,57365.18951388,18.0,0.0018000000000000002
317,z,57365.19215393,18.0,0.0018000000000000002
45,g,57372.23670977,18.0,0.0023
113,r,57372.23908665,18.0,0.0021000000000000003
186,i,57372.24114583,18.0,0.0022
319,z,57372.24379055,18.0,0.0018000000000000002
320,z,57385.15625,18.0,0.0018000000000000002
321,z,57394.16796875,18.0,0.0018000000000000002
322,z,57401.14453125,18.0,0.0018000000000000002
46,g,57408.06640625,18.0,0.0023
323,z,57408.07421875,18.0,0.0018000000000000002
114,r,57425.1484375,18.0,0.0021000000000000003
324,z,57425.15625,18.0,0.0018000000000000002
325,z,57623.421875,18.0,0.0018000000000000002
47,g,57633.33025551,18.0,0.0023
115,r,57633.3326208,18.0,0.0021000000000000003
187,i,57633.33468481,18.0,0.0022
326,z,57633.33732016,18.0,0.0018000000000000002
327,z,57633.33984375,18.0,0.0018000000000000002
328,z,57637.3359375,18.0,0.0018000000000000002
48,g,57643.30859375,18.0,0.0023
116,r,57643.31085935,18.0,0.0021000000000000003
188,i,57643.31290958,18.0,0.0022
329,z,57643.31555265,18.0,0.0018000000000000002
330,z,57643.31820517,18.0,0.0018000000000000002
331,z,57645.25390625,18.0,0.0018000000000000002
332,z,57653.35546875,18.0,0.0018000000000000002
49,g,57660.265625,18.0,0.0023
117,r,57660.268683,18.0,0.0021000000000000003
189,i,57660.27075458,18.0,0.0022
333,z,57660.2734375,18.0,0.0018000000000000002
334,z,57660.27734375,18.0,0.0018000000000000002
50,g,57667.16609206,18.0,0.0023
118,r,57667.16844646,18.0,0.0021000000000000003
190,i,57667.17051226,18.0,0.0022
335,z,57667.17316963,18.0,0.0018000000000000002
336,z,57667.17578125,18.0,0.0018000000000000002
191,i,57673.234375,18.0,0.0022
337,z,57673.23828125,18.0,0.0018000000000000002
338,z,57673.2421875,18.0,0.0018000000000000002
339,z,57680.1484375,18.0,0.0018000000000000002
119,r,57681.1640625,18.0,0.0021000000000000003
340,z,57681.171875,18.0,0.0018000000000000002
341,z,57686.171875,18.0,0.0018000000000000002
51,g,57687.1640625,18.0,0.0023
342,z,57687.171875,18.0,0.0018000000000000002
343,z,57687.17578125,18.0,0.0018000000000000002
52,g,57688.09765625,18.0,0.0023
120,r,57688.10026597,18.0,0.0021000000000000003
192,i,57688.10233405,18.0,0.0022
344,z,57688.10546875,18.0,0.0018000000000000002
345,z,57688.109375,18.0,0.0018000000000000002
346,z,57703.06640625,18.0,0.0018000000000000002
53,g,57710.03515625,18.0,0.0023
121,r,57710.03873942,18.0,0.0021000000000000003
193,i,57710.04079936,18.0,0.0022
347,z,57710.04296875,18.0,0.0018000000000000002
348,z,57710.046875,18.0,0.0018000000000000002
349,z,57714.30078125,18.0,0.0018000000000000002
54,g,57716.02734375,18.0,0.0023
122,r,57716.03125,18.0,0.0021000000000000003
350,z,57716.03515625,18.0,0.0018000000000000002
351,z,57716.0390625,18.0,0.0018000000000000002
55,g,57717.02734375,18.0,0.0023
123,r,57717.02970265,18.0,0.0021000000000000003
194,i,57717.03176245,18.0,0.0022
353,z,57717.03440953,18.0,0.0018000000000000002
352,z,57717.03704578,18.0,0.0018000000000000002
354,z,57721.0625,18.0,0.0018000000000000002
124,r,57722.03828316,18.0,0.0021000000000000003
195,i,57722.04034336,18.0,0.0022
355,z,57722.04296875,18.0,0.0018000000000000002
356,z,57722.046875,18.0,0.0018000000000000002
56,g,57729.05078125,18.0,0.0023
125,r,57729.0546875,18.0,0.0021000000000000003
357,z,57729.05779652,18.0,0.0018000000000000002
358,z,57729.06044972,18.0,0.0018000000000000002
359,z,57746.17578125,18.0,0.0018000000000000002
360,z,57756.13671875,18.0,0.0018000000000000002
126,r,57761.0703125,18.0,0.0021000000000000003
196,i,57761.07421875,18.0,0.0022
361,z,57761.078125,18.0,0.0018000000000000002
362,z,57770.14453125,18.0,0.0018000000000000002
57,g,57775.15625,18.0,0.0023
127,r,57775.15881585,18.0,0.0021000000000000003
197,i,57775.16088004,18.0,0.0022
363,z,57775.1640625,18.0,0.0018000000000000002
364,z,57775.16796875,18.0,0.0018000000000000002
58,g,57779.14283628,18.0,0.0023
128,r,57779.14519136,18.0,0.0021000000000000003
198,i,57779.1484375,18.0,0.0022
365,z,57779.15234375,18.0,0.0018000000000000002
366,z,57784.109375,18.0,0.0018000000000000002
367,z,57800.0859375,18.0,0.0018000000000000002
59,g,57989.36328125,18.0,0.0023
129,r,57989.36646268,18.0,0.0021000000000000003
199,i,57989.36853644,18.0,0.0022
368,z,57989.37109375,18.0,0.0018000000000000002
369,z,57989.375,18.0,0.0018000000000000002
60,g,57994.2734375,18.0,0.0023
130,r,57994.27734375,18.0,0.0021000000000000003
370,z,57994.28515625,18.0,0.0018000000000000002
61,g,57995.34375,18.0,0.0023
131,r,57995.3458315,18.0,0.0021000000000000003
200,i,57995.3479014,18.0,0.0022
371,z,57995.35053718,18.0,0.0018000000000000002
372,z,57995.35318798,18.0,0.0018000000000000002
62,g,57996.3359375,18.0,0.0023
132,r,57996.33923545,18.0,0.0021000000000000003
201,i,57996.34128891,18.0,0.0022
373,z,57996.34375,18.0,0.0018000000000000002
374,z,57996.34765625,18.0,0.0018000000000000002
133,r,57999.35749192,18.0,0.0021000000000000003
202,i,57999.35954916,18.0,0.0022
375,z,57999.362189,18.0,0.0018000000000000002
376,z,57999.3648504,18.0,0.0018000000000000002
63,g,58008.33203125,18.0,0.0023
134,r,58008.3359375,18.0,0.0021000000000000003
377,z,58008.33984375,18.0,0.0018000000000000002
64,g,58015.21875,18.0,0.0023
203,i,58019.2109375,18.0,0.0022
378,z,58019.21484375,18.0,0.0018000000000000002
379,z,58019.21875,18.0,0.0018000000000000002
380,z,58028.1875,18.0,0.0018000000000000002
65,g,58029.34251867,18.0,0.0023
135,r,58029.34487119,18.0,0.0021000000000000003
204,i,58029.34694108,18.0,0.0022
381,z,58029.34958221,18.0,0.0018000000000000002
382,z,58029.3515625,18.0,0.0018000000000000002
66,g,58036.359375,18.0,0.0023
383,z,58046.15625,18.0,0.0018000000000000002
67,g,58053.1171875,18.0,0.0023
384,z,58053.12890625,18.0,0.0018000000000000002
68,g,58057.3125,18.0,0.0023
385,z,58057.3203125,18.0,0.0018000000000000002
136,r,58071.30859375,18.0,0.0021000000000000003
386,z,58071.31640625,18.0,0.0018000000000000002
137,r,58079.13671875,18.0,0.0021000000000000003
387,z,58079.140625,18.0,0.0018000000000000002
69,g,58084.29973402,18.0,0.0023
138,r,58084.3020954,18.0,0.0021000000000000003
205,i,58084.3046875,18.0,0.0022
388,z,58084.30859375,18.0,0.0018000000000000002
206,i,58092.1796875,18.0,0.0022
389,z,58092.18359375,18.0,0.0018000000000000002
70,g,58099.0859375,18.0,0.0023
390,z,58099.09375,18.0,0.0018000000000000002
71,g,58108.046875,18.0,0.0023
391,z,58108.0546875,18.0,0.0018000000000000002
392,z,58108.05859375,18.0,0.0018000000000000002
139,r,58117.16015625,18.0,0.0021000000000000003
207,i,58117.1640625,18.0,0.0022
394,z,58117.16628979,18.0,0.0018000000000000002
393,z,58117.16894223,18.0,0.0018000000000000002
395,z,58124.1953125,18.0,0.0018000000000000002
208,i,58132.1171875,18.0,0.0022
396,z,58132.12024349,18.0,0.0018000000000000002
397,z,58132.12288793,18.0,0.0018000000000000002
72,g,58139.0390625,18.0,0.0023
209,i,58139.04296875,18.0,0.0022
398,z,58139.046875,18.0,0.0018000000000000002
399,z,58139.05078125,18.0,0.0018000000000000002
400,z,58143.09375,18.0,0.0018000000000000002
73,g,58154.08864455,18.0,0.0023
140,r,58154.09100124,18.0,0.0021000000000000003
210,i,58154.09375,18.0,0.0022
401,z,58154.09572245,18.0,0.0018000000000000002
402,z,58154.09837771,18.0,0.0018000000000000002
74,g,58164.02999595,18.0,0.0023
141,r,58164.03236602,18.0,0.0021000000000000003
211,i,58164.03442584,18.0,0.0022
403,z,58164.03707294,18.0,0.0018000000000000002
404,z,58164.0390625,18.0,0.0018000000000000002
