Running object 3347
ROW: 3347 Tau: 2.277185400623659 V: -0.6861684569433611 dMu: 0.004063536676571083
         13288560 function calls (13181823 primitive calls) in 200.525 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      599    0.004    0.000    0.032    0.000 copy.py:66(copy)
      502    0.004    0.000    0.053    0.000 ticker.py:1703(set_params)
      319    0.004    0.000    0.016    0.000 core.py:2931(__array_finalize__)
     2520    0.004    0.000    0.008    0.000 lines.py:1243(set_ydata)
        1    0.004    0.004    0.005    0.005 pyplot.py:1882(get_plot_commands)
      314    0.004    0.000    0.150    0.000 axis.py:516(_get_text1)
     2451    0.004    0.000    0.007    0.000 core.py:548(<listcomp>)
      330    0.004    0.000    0.161    0.000 artist.py:667(set_clip_path)
       53    0.004    0.000    0.005    0.000 core.py:892(__init__)
     3005    0.004    0.000    0.034    0.000 axis.py:291(_set_artist_props)
        1    0.004    0.004    0.097    0.097 core.py:187(read_style_directory)
      188    0.004    0.000    0.004    0.000 ipaddress.py:550(__int__)
     1677    0.004    0.000    0.009    0.000 backend_bases.py:365(_iter_collection_raw_paths)
      656    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:304(__exit__)
        1    0.004    0.004    0.023    0.023 core.py:21(<module>)
       92    0.004    0.000    0.007    0.000 cbook.py:498(connect)
       10    0.004    0.000    0.007    0.001 enum.py:837(_decompose)
       24    0.004    0.000    0.004    0.000 warnings.py:449(__enter__)
      571    0.004    0.000    0.005    0.000 text.py:1168(set_y)
     1801    0.004    0.000    0.041    0.000 traceback.py:279(line)
     1172    0.004    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
       24    0.004    0.000    0.004    0.000 pyparsing.py:1936(__str__)
       44    0.004    0.000    0.005    0.000 ticker.py:603(get_offset)
        2    0.004    0.002    0.006    0.003 figure.py:267(__init__)
2889/1273    0.004    0.000    0.188    0.000 _base.py:768(get_yaxis_transform)
     3126    0.004    0.000    0.082    0.000 utils.py:209(resolve_fractions)
     1826    0.004    0.000    0.007    0.000 lines.py:1019(set_drawstyle)
     1466    0.004    0.000    0.430    0.000 header.py:938(iteritems)
     1472    0.004    0.000    0.023    0.000 card.py:528(fromstring)
        1    0.004    0.004    0.005    0.005 _mathtext_data.py:3(<module>)
      106    0.004    0.000    0.069    0.001 _base.py:2276(handle_single_axis)
     1709    0.004    0.000    0.031    0.000 font_manager.py:813(set_family)
        1    0.004    0.004    0.004    0.004 base64.py:3(<module>)
      101    0.004    0.000    0.004    0.000 ssl.py:139(<lambda>)
     1448    0.004    0.000    0.049    0.000 column.py:615(__hash__)
      129    0.004    0.000    0.021    0.000 {built-in method builtins.eval}
  287/257    0.004    0.000    0.341    0.001 axis.py:414(_get_tick1line)
        1    0.004    0.004    0.007    0.007 logger.py:50(Conf)
        1    0.004    0.004    0.004    0.004 tempfile.py:136(_RandomNameSequence)
      287    0.004    0.000    0.123    0.000 axis.py:381(_get_text1)
        1    0.004    0.004    0.004    0.004 _subplots.py:182(_PicklableSubplotClassConstructor)
      871    0.004    0.000    0.005    0.000 font_manager.py:1107(score_family)
1897/1173    0.004    0.000    0.978    0.001 {method 'view' of 'numpy.ndarray' objects}
     3416    0.004    0.000    0.055    0.000 artist.py:884(<listcomp>)
     1826    0.004    0.000    0.008    0.000 lines.py:1186(set_markeredgewidth)
      664    0.004    0.000    0.129    0.000 transforms.py:1411(transform_point)
      726    0.004    0.000    0.004    0.000 table.py:160(<genexpr>)
     1203    0.004    0.000    0.054    0.000 <frozen importlib._bootstrap>:389(cached)
     1570    0.004    0.000    0.010    0.000 pyplot.py:565(_auto_draw_if_interactive)
      353    0.004    0.000    0.009    0.000 core.py:2905(_update_from)
      128    0.004    0.000    0.005    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     2159    0.004    0.000    0.004    0.000 backend_bases.py:1049(set_linewidth)
        4    0.004    0.001    0.077    0.019 header.py:80(__init__)
  640/439    0.004    0.000    0.010    0.000 units.py:125(get_converter)
      232    0.004    0.000    1.158    0.005 optimize.py:297(fmin)
     1309    0.004    0.000    0.008    0.000 text.py:1254(set_usetex)
      314    0.004    0.000    0.112    0.000 axis.py:531(_get_text2)
     4716    0.004    0.000    0.004    0.000 artist.py:244(axes)
     7475    0.004    0.000    0.004    0.000 path.py:221(vertices)
     1695    0.004    0.000    0.010    0.000 linalg.py:116(_makearray)
       13    0.004    0.000    0.025    0.002 _base.py:354(_plot_args)
      430    0.004    0.000    0.621    0.001 font_manager.py:914(set_fontconfig_pattern)
        1    0.004    0.004    0.004    0.004 gridspec.py:386(SubplotSpec)
        1    0.004    0.004    0.006    0.006 api.py:1(<module>)
        1    0.003    0.003    0.003    0.003 _decomp_qz.py:1(<module>)
      130    0.003    0.000    0.004    0.000 {built-in method matplotlib._path.cleanup_path}
     1113    0.003    0.000    0.145    0.000 font_manager.py:1000(get)
      744    0.003    0.000    0.016    0.000 {method 'getfield' of 'numpy.ndarray' objects}
        2    0.003    0.002    0.646    0.323 column.py:1294(<listcomp>)
      779    0.003    0.000    0.043    0.000 <frozen importlib._bootstrap>:146(__enter__)
      363    0.003    0.000    0.020    0.000 inspect.py:650(getsourcefile)
     7135    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
     1448    0.003    0.000    0.022    0.000 column.py:2101(_convert_fits2record)
        1    0.003    0.003    0.011    0.011 pool.py:10(<module>)
      192    0.003    0.000    0.004    0.000 cbook.py:1302(__setitem__)
      287    0.003    0.000    0.092    0.000 axis.py:398(_get_text2)
     1593    0.003    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
      314    0.003    0.000    0.037    0.000 _base.py:793(get_yaxis_text1_transform)
        1    0.003    0.003    0.077    0.077 cgs.py:7(<module>)
      104    0.003    0.000    0.111    0.001 backend_agg.py:183(draw_text)
     1575    0.003    0.000    0.006    0.000 __init__.py:1437(is_interactive)
     2690    0.003    0.000    0.004    0.000 sre_parse.py:285(tell)
1313/1303    0.003    0.000    0.018    0.000 transforms.py:1763(transform_affine)
     1049    0.003    0.000    0.007    0.000 backend_pdf.py:1128(alphaState)
      829    0.003    0.000    0.040    0.000 transforms.py:1735(frozen)
      464    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.003    0.003    0.045    0.045 version.py:4(<module>)
      710    0.003    0.000    0.004    0.000 re.py:249(escape)
     2042    0.003    0.000    0.003    0.000 pyparsing.py:170(__init__)
     1365    0.003    0.000    0.027    0.000 artist.py:919(set_zorder)
     2920    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
   551/15    0.003    0.000    6.526    0.435 <frozen importlib._bootstrap_external>:672(exec_module)
     4430    0.003    0.000    0.003    0.000 utils.py:127(is_effectively_unity)
      346    0.003    0.000    0.089    0.000 __init__.py:2373(__init__)
    10206    0.003    0.000    0.003    0.000 {built-in method builtins.ord}
     4612    0.003    0.000    0.003    0.000 font_manager.py:760(get_variant)
     2465    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:834(__enter__)
      200    0.003    0.000    0.005    0.000 {method 'get_state' of 'mtrand.RandomState' objects}
      138    0.003    0.000    0.012    0.000 numeric.py:2508(within_tol)
     1826    0.003    0.000    0.006    0.000 lines.py:1000(set_antialiased)
      247    0.003    0.000    0.006    0.000 ticker.py:492(__init__)
 1024/920    0.003    0.000    0.682    0.001 pyparsing.py:2912(parseImpl)
      324    0.003    0.000    0.003    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
     1472    0.003    0.000    0.006    0.000 column.py:1430(__getitem__)
      287    0.003    0.000    0.047    0.000 _base.py:713(get_xaxis_text1_transform)
     1826    0.003    0.000    0.006    0.000 lines.py:1198(set_markerfacecolor)
      140    0.003    0.000    0.050    0.000 colors.py:208(to_rgba_array)
  656/625    0.003    0.000    0.510    0.001 <frozen importlib._bootstrap>:553(module_from_spec)
     1514    0.003    0.000    0.020    0.000 fitsrec.py:588(_coldefs)
      175    0.003    0.000    0.009    0.000 __init__.py:1576(_get)
     1826    0.003    0.000    0.006    0.000 lines.py:1174(set_markeredgecolor)
        1    0.003    0.003    0.058    0.058 machar.py:118(_do_init)
     1434    0.003    0.000    0.072    0.000 fromnumeric.py:2940(around)
     1826    0.003    0.000    0.006    0.000 lines.py:1210(set_markerfacecoloralt)
     1856    0.003    0.000    0.003    0.000 backend_pdf.py:2158(stroke)
     1354    0.003    0.000    0.028    0.000 artist.py:52(after)
      836    0.003    0.000    0.012    0.000 sre_compile.py:388(_simple)
     1113    0.003    0.000    0.858    0.001 font_manager.py:1443(findfont)
      760    0.003    0.000    0.007    0.000 linecache.py:53(checkcache)
      232    0.003    0.000    0.005    0.000 twodim_base.py:216(diag)
       11    0.003    0.000    0.006    0.001 artist.py:1099(<listcomp>)
     1354    0.003    0.000    0.049    0.000 artist.py:45(before)
     7088    0.003    0.000    0.003    0.000 path.py:273(should_simplify)
      119    0.003    0.000    0.003    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
     1309    0.003    0.000    0.006    0.000 text.py:994(set_color)
     1231    0.003    0.000    0.003    0.000 linalg.py:111(get_linalg_error_extobj)
       20    0.003    0.000    0.004    0.000 cbook.py:188(deprecate)
     2363    0.003    0.000    0.003    0.000 {built-in method numpy.can_cast}
     2457    0.003    0.000    0.019    0.000 artist.py:192(convert_xunits)
     1329    0.003    0.000    0.009    0.000 font_manager.py:826(set_style)
      581    0.003    0.000    0.004    0.000 genericpath.py:117(_splitext)
       50    0.003    0.000    2.237    0.045 collections.py:281(draw)
  240/180    0.003    0.000    1.581    0.009 axis.py:767(reset_ticks)
        2    0.003    0.001    0.966    0.483 fitsrec.py:222(__array_finalize__)
       49    0.003    0.000    0.003    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.003    0.003    0.439    0.439 colorbar.py:20(<module>)
      500    0.003    0.000    0.155    0.000 patches.py:216(get_transform)
      705    0.003    0.000    0.004    0.000 _dtype.py:172(_byte_order_str)
     5116    0.003    0.000    0.003    0.000 markers.py:289(_set_nothing)
      474    0.003    0.000    0.010    0.000 numeric.py:2656(seterr)
      316    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.generic' objects}
      297    0.003    0.000    0.049    0.000 transforms.py:2702(_revalidate)
      137    0.003    0.000    0.005    0.000 sre_compile.py:441(_get_charset_prefix)
      183    0.003    0.000    0.020    0.000 core.py:2775(__new__)
      314    0.003    0.000    0.045    0.000 _base.py:820(get_yaxis_text2_transform)
      599    0.003    0.000    0.014    0.000 copy.py:268(_reconstruct)
       15    0.003    0.000    1.165    0.078 _base.py:968(cla)
     1448    0.003    0.000    0.027    0.000 card.py:411(comment)
     1072    0.003    0.000    0.061    0.000 backend_pdf.py:823(cvt)
     3121    0.003    0.000    0.003    0.000 {method 'partition' of 'str' objects}
      189    0.003    0.000    0.003    0.000 ticker.py:751(pprint_val)
      401    0.003    0.000    0.003    0.000 ensemble.py:385(<listcomp>)
        1    0.003    0.003    0.122    0.122 rcsetup.py:15(<module>)
      190    0.003    0.000    0.044    0.000 mathtext.py:591(_get_info)
      652    0.003    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
      430    0.002    0.000    0.002    0.000 {method 'mro' of 'type' objects}
     1049    0.002    0.000    0.010    0.000 backend_pdf.py:2210(alpha_cmd)
       72    0.002    0.000    0.002    0.000 {method 'flush' of 'zlib.Compress' objects}
  304/242    0.002    0.000    0.020    0.000 transforms.py:402(_get_bounds)
       10    0.002    0.000    0.036    0.004 decorators.py:640(__get__)
      474    0.002    0.000    0.003    0.000 numeric.py:2758(geterr)
      211    0.002    0.000    0.487    0.002 sre_parse.py:845(parse)
     1826    0.002    0.000    0.005    0.000 lines.py:1010(set_color)
     1231    0.002    0.000    0.002    0.000 linalg.py:209(_assertNdSquareness)
        1    0.002    0.002    0.002    0.002 __init__.py:2369(Distribution)
     1279    0.002    0.000    0.004    0.000 font_manager.py:838(set_variant)
   139/35    0.002    0.000    0.006    0.000 abc.py:194(__subclasscheck__)
     2339    0.002    0.000    0.003    0.000 inspect.py:2723(<genexpr>)
     1801    0.002    0.000    0.002    0.000 traceback.py:239(__init__)
     1448    0.002    0.000    0.024    0.000 column.py:171(__hash__)
    10853    0.002    0.000    0.002    0.000 core.py:581(scale)
     5525    0.002    0.000    0.002    0.000 path.py:254(simplify_threshold)
        1    0.002    0.002    0.088    0.088 __init__.py:169(<module>)
      178    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
      287    0.002    0.000    0.028    0.000 _base.py:741(get_xaxis_text2_transform)
     1808    0.002    0.000    0.030    0.000 linecache.py:37(getlines)
       28    0.002    0.000    0.013    0.000 arrayprint.py:411(_get_format_function)
     2147    0.002    0.000    0.002    0.000 cycler.py:227(<genexpr>)
      287    0.002    0.000    0.006    0.000 axis.py:367(apply_tickdir)
     5966    0.002    0.000    0.002    0.000 path.py:235(codes)
       39    0.002    0.000    0.028    0.001 __init__.py:1696(param)
      211    0.002    0.000    0.031    0.000 sre_compile.py:482(_compile_info)
     1118    0.002    0.000    0.004    0.000 __init__.py:2571(__getattr__)
      187    0.002    0.000    1.072    0.006 backend_agg.py:215(get_text_width_height_descent)
     1111    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
     3009    0.002    0.000    0.002    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     2172    0.002    0.000    0.056    0.000 column.py:2208(_convert_format)
      746    0.002    0.000    0.047    0.000 posixpath.py:367(abspath)
      833    0.002    0.000    0.022    0.000 transforms.py:2176(get_affine)
     4612    0.002    0.000    0.002    0.000 font_manager.py:739(get_family)
     1802    0.002    0.000    0.003    0.000 linecache.py:147(lazycache)
     1182    0.002    0.000    0.016    0.000 backend_pdf.py:2214(hatch_cmd)
       25    0.002    0.000    0.002    0.000 {built-in method _locale.nl_langinfo}
      454    0.002    0.000    0.632    0.001 fontconfig_pattern.py:119(parse)
        1    0.002    0.002    0.008    0.008 zipfile.py:1160(_RealGetContents)
     1308    0.002    0.000    0.013    0.000 artist.py:353(get_transform)
     3104    0.002    0.000    0.002    0.000 backend_bases.py:956(set_antialiased)
     2465    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:838(__exit__)
      746    0.002    0.000    0.004    0.000 records.py:433(__array_finalize__)
       16    0.002    0.000    0.002    0.000 backend_qt5.py:587(_icon)
      232    0.002    0.000    0.007    0.000 polynomial.py:1149(__init__)
      261    0.002    0.000    0.008    0.000 enum.py:70(__setitem__)
       36    0.002    0.000    0.002    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      984    0.002    0.000    0.118    0.000 {built-in method builtins.next}
     1498    0.002    0.000    0.002    0.000 core.py:2037(<listcomp>)
        2    0.002    0.001    1.677    0.839 __init__.py:11(<module>)
     1366    0.002    0.000    0.030    0.000 core.py:2014(<listcomp>)
      560    0.002    0.000    0.003    0.000 sre_parse.py:342(_escape)
     2326    0.002    0.000    0.003    0.000 inspect.py:63(ismodule)
      359    0.002    0.000    0.016    0.000 transforms.py:1066(__init__)
     1881    0.002    0.000    0.002    0.000 traceback.py:286(walk_stack)
     1231    0.002    0.000    0.002    0.000 linalg.py:203(_assertRankAtLeast2)
      551    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
       85    0.002    0.000    0.031    0.000 patches.py:87(__init__)
     2391    0.002    0.000    0.003    0.000 linalg.py:134(_realType)
     3728    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
      187    0.002    0.000    0.998    0.005 backend_pdf.py:2078(get_text_width_height_descent)
     1477    0.002    0.000    0.002    0.000 {method 'union' of 'set' objects}
     1311    0.002    0.000    0.004    0.000 text.py:298(set_rotation_mode)
  314/254    0.002    0.000    1.177    0.005 axis.py:2055(_get_tick)
      200    0.002    0.000    0.011    0.000 functools.py:44(update_wrapper)
     1283    0.002    0.000    0.004    0.000 font_manager.py:1084(get_default_size)
       23    0.002    0.000    0.028    0.001 _base.py:1811(_update_line_limits)
     1448    0.002    0.000    0.302    0.000 card.py:202(__str__)
      501    0.002    0.000    0.022    0.000 shape_base.py:286(hstack)
      237    0.002    0.000    0.027    0.000 transforms.py:2416(__init__)
      344    0.002    0.000    0.027    0.000 linecache.py:82(updatecache)
     1215    0.002    0.000    0.007    0.000 core.py:1558(get_format_name)
      274    0.002    0.000    0.037    0.000 backend_pdf.py:2126(_get_font_ttf)
     2002    0.002    0.000    0.002    0.000 {built-in method _sre.getlower}
     1498    0.002    0.000    0.003    0.000 core.py:2036(<listcomp>)
     1958    0.002    0.000    0.003    0.000 cbook.py:720(is_hashable)
        4    0.002    0.000    0.013    0.003 six.py:1(<module>)
       13    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
     4612    0.002    0.000    0.002    0.000 font_manager.py:752(get_style)
     3867    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
      524    0.002    0.000    0.028    0.000 lines.py:1335(_get_rgba_face)
      181    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      548    0.002    0.000    0.002    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
      336    0.002    0.000    0.005    0.000 {method 'any' of 'numpy.generic' objects}
      581    0.002    0.000    0.011    0.000 posixpath.py:119(splitext)
       24    0.002    0.000    0.006    0.000 colors.py:344(makeMappingArray)
        4    0.002    0.000    2.131    0.533 column.py:1162(__init__)
      794    0.002    0.000    0.005    0.000 transforms.py:2372(transform_non_affine)
      224    0.002    0.000    0.002    0.000 axis.py:1462(have_units)
     4612    0.002    0.000    0.002    0.000 font_manager.py:776(get_stretch)
      672    0.002    0.000    0.002    0.000 artist.py:775(_set_gc_clip)
      262    0.002    0.000    0.002    0.000 markers.py:242(get_capstyle)
     4449    0.002    0.000    0.002    0.000 core.py:2041(scale)
      298    0.002    0.000    0.149    0.001 __init__.py:2357(_version_from_file)
     4395    0.002    0.000    0.002    0.000 font_manager.py:790(get_size_in_points)
      232    0.002    0.000    0.002    0.000 function_base.py:1573(trim_zeros)
      624    0.002    0.000    0.082    0.000 lines.py:983(get_path)
        1    0.002    0.002    0.013    0.013 _add_newdocs.py:10(<module>)
     4612    0.002    0.000    0.002    0.000 font_manager.py:767(get_weight)
      533    0.002    0.000    0.058    0.000 transforms.py:1927(rotate_deg)
     1086    0.002    0.000    0.002    0.000 _weakrefset.py:38(_remove)
2644/1924    0.002    0.000    0.362    0.000 spines.py:148(_ensure_position_is_set)
     2008    0.002    0.000    0.003    0.000 inspect.py:158(isfunction)
     1857    0.002    0.000    0.002    0.000 backend_pdf.py:290(__init__)
       28    0.002    0.000    0.013    0.000 ticker.py:716(_set_format)
      620    0.002    0.000    0.056    0.000 transforms.py:828(from_bounds)
      501    0.002    0.000    0.015    0.000 shape_base.py:335(<listcomp>)
      483    0.002    0.000    0.002    0.000 {built-in method numpy.result_type}
1254/1244    0.002    0.000    0.019    0.000 transforms.py:1683(transform)
  287/227    0.002    0.000    1.050    0.005 axis.py:1724(_get_tick)
     1126    0.002    0.000    0.008    0.000 pyparsing.py:320(__getitem__)
        4    0.002    0.000    0.233    0.058 backend_pdf.py:835(embedTTFType3)
     1309    0.002    0.000    0.002    0.000 text.py:636(set_wrap)
       11    0.002    0.000    0.011    0.001 artist.py:1087(get_aliases)
     3852    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
      628    0.002    0.000    0.011    0.000 artist.py:820(set_alpha)
      447    0.002    0.000    0.021    0.000 pyparsing.py:1140(copy)
      738    0.002    0.000    0.677    0.001 <frozen importlib._bootstrap_external>:1149(find_spec)
       28    0.002    0.000    0.095    0.003 __init__.py:359(namedtuple)
      128    0.002    0.000    0.011    0.000 axis.py:298(_apply_params)
     3286    0.002    0.000    0.002    0.000 backend_bases.py:1065(set_url)
       60    0.002    0.000    0.380    0.006 axis.py:1067(_get_tick_bboxes)
      779    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap>:153(__exit__)
      552    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
       69    0.002    0.000    0.003    0.000 _base.py:2285(<listcomp>)
      705    0.002    0.000    0.013    0.000 _dtype.py:57(__repr__)
      550    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:35(_new_module)
      363    0.002    0.000    0.050    0.000 inspect.py:672(getabsfile)
  949/902    0.002    0.000    0.009    0.000 transforms.py:2567(get_matrix)
       28    0.002    0.000    0.005    0.000 arrayprint.py:861(fillFormat)
     1826    0.002    0.000    0.002    0.000 lines.py:558(set_markevery)
      459    0.002    0.000    0.015    0.000 __init__.py:1523(_fn)
     2708    0.002    0.000    0.002    0.000 artist.py:785(get_rasterized)
    90/15    0.002    0.000    0.027    0.002 mathtext.py:2085(hlist_out)
      141    0.002    0.000    0.002    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
     1024    0.002    0.000    0.002    0.000 backend_pdf.py:870(decode_char)
       60    0.002    0.000    0.033    0.001 spines.py:44(__init__)
     3180    0.002    0.000    0.002    0.000 artist.py:930(sticky_edges)
      529    0.002    0.000    0.002    0.000 re.py:324(_subx)
      298    0.002    0.000    0.165    0.001 __init__.py:2728(_reload_version)
     1703    0.001    0.000    0.001    0.000 axis.py:705(get_scale)
     1835    0.001    0.000    0.001    0.000 transforms.py:1018(get_points)
      138    0.001    0.000    0.021    0.000 numeric.py:2431(isclose)
       69    0.001    0.000    0.001    0.000 {method 'index' of 'list' objects}
       32    0.001    0.000    0.004    0.000 misc.py:514(__init__)
       53    0.001    0.000    0.075    0.001 _base.py:2242(autoscale_view)
     2228    0.001    0.000    0.001    0.000 pyparsing.py:372(__bool__)
        4    0.001    0.000    0.018    0.005 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      400    0.001    0.000    0.015    0.000 text.py:1215(is_math_text)
      353    0.001    0.000    0.017    0.000 transforms.py:812(unit)
       15    0.001    0.000    1.949    0.130 _base.py:432(__init__)
     1885    0.001    0.000    0.001    0.000 backend_bases.py:994(set_dashes)
     4159    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      454    0.001    0.000    0.008    0.000 fontconfig_pattern.py:138(_family)
      118    0.001    0.000    0.211    0.002 axis.py:1281(_copy_tick_props)
      212    0.001    0.000    0.034    0.000 core.py:1205(has_bases_in_common)
      144    0.001    0.000    0.008    0.000 pyparsing.py:2398(__init__)
     1412    0.001    0.000    0.001    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
      259    0.001    0.000    0.004    0.000 axis.py:1534(set_major_locator)
      285    0.001    0.000    0.006    0.000 function_base.py:431(add_newdoc)
     1076    0.001    0.000    0.075    0.000 font_manager.py:730(__eq__)
      448    0.001    0.000    0.001    0.000 {method 'item' of 'numpy.generic' objects}
      211    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       83    0.001    0.000    0.002    0.000 _base.py:3733(get_children)
      364    0.001    0.000    0.002    0.000 sre_parse.py:84(opengroup)
      471    0.001    0.000    0.008    0.000 fromnumeric.py:2171(all)
       80    0.001    0.000    0.017    0.000 spines.py:193(_adjust_location)
      454    0.001    0.000    0.003    0.000 fontconfig_pattern.py:150(_families)
     2708    0.001    0.000    0.001    0.000 artist.py:802(get_agg_filter)
      655    0.001    0.000    0.014    0.000 genericpath.py:16(exists)
       16    0.001    0.000    0.032    0.002 collections.py:1224(set_segments)
     3761    0.001    0.000    0.001    0.000 inspect.py:2448(name)
      368    0.001    0.000    0.016    0.000 transforms.py:2550(__init__)
      632    0.001    0.000    0.001    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      412    0.001    0.000    0.036    0.000 rcsetup.py:375(validate_color)
     1102    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      266    0.001    0.000    0.012    0.000 lines.py:730(_transform_path)
     1401    0.001    0.000    0.001    0.000 transforms.py:1642(_get_is_affine)
       84    0.001    0.000    0.689    0.008 axis.py:1317(get_major_ticks)
      173    0.001    0.000    0.012    0.000 __init__.py:2616(insert_on)
       23    0.001    0.000    0.784    0.034 __init__.py:1(<module>)
    38/31    0.001    0.000    0.570    0.018 __init__.py:1819(inner)
      268    0.001    0.000    0.010    0.000 transforms.py:2685(__init__)
     1122    0.001    0.000    0.002    0.000 {built-in method from_bytes}
  260/130    0.001    0.000    0.025    0.000 transforms.py:2400(inverted)
       22    0.001    0.000    0.041    0.002 colors.py:440(__call__)
      351    0.001    0.000    0.033    0.000 transforms.py:1947(rotate_deg_around)
      211    0.001    0.000    0.398    0.002 sre_compile.py:542(_code)
   168/28    0.001    0.000    0.004    0.000 arrayprint.py:716(recurser)
  376/318    0.001    0.000    0.004    0.000 {method 'view' of 'numpy.generic' objects}
      615    0.001    0.000    0.002    0.000 backend_bases.py:940(set_alpha)
      429    0.001    0.000    0.014    0.000 backend_pdf.py:2145(__init__)
     1475    0.001    0.000    0.002    0.000 artist.py:1183(is_alias)
      656    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:297(__enter__)
      347    0.001    0.000    0.151    0.000 posixpath.py:382(realpath)
     1432    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      180    0.001    0.000    0.003    0.000 axis.py:1475(set_units)
      224    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
        4    0.001    0.000    0.120    0.030 backend_pdf.py:879(<listcomp>)
      632    0.001    0.000    0.008    0.000 transforms.py:2145(transform_non_affine)
      575    0.001    0.000    0.002    0.000 shape_base.py:220(_warn_for_nonsequence)
      551    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      666    0.001    0.000    0.011    0.000 core.py:533(__repr__)
       28    0.001    0.000    0.003    0.000 ticker.py:648(_compute_offset)
      137    0.001    0.000    0.012    0.000 sre_compile.py:376(_mk_bitmap)
      786    0.001    0.000    0.001    0.000 __init__.py:347(ge)
  147/136    0.001    0.000    0.010    0.000 transforms.py:1678(__eq__)
     1472    0.001    0.000    0.002    0.000 card.py:1249(_pad)
      705    0.001    0.000    0.010    0.000 _dtype.py:80(_construction_repr)
    32/26    0.001    0.000    0.006    0.000 gridspec.py:83(get_grid_positions)
      232    0.001    0.000    0.002    0.000 contextlib.py:86(__exit__)
      769    0.001    0.000    0.001    0.000 core.py:3349(dtype)
      363    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      242    0.001    0.000    0.060    0.000 ticker.py:2317(__init__)
      288    0.001    0.000    0.002    0.000 markers.py:211(__bool__)
     2622    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:307(<genexpr>)
      256    0.001    0.000    0.004    0.000 patches.py:292(_set_edgecolor)
      940    0.001    0.000    0.029    0.000 pyparsing.py:1149(resetCache)
     1857    0.001    0.000    0.001    0.000 backend_pdf.py:314(_paint_path)
     2642    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        2    0.001    0.001    0.090    0.045 core.py:1037(_compose)
     2822    0.001    0.000    0.001    0.000 core.py:1578(names)
      424    0.001    0.000    0.002    0.000 transforms.py:2659(get_matrix)
      101    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
       58    0.001    0.000    0.140    0.002 collections.py:240(_prepare_points)
        4    0.001    0.000    1.550    0.388 __init__.py:15(<module>)
       97    0.001    0.000    0.028    0.000 backend_pdf.py:193(<listcomp>)
      363    0.001    0.000    0.002    0.000 codecs.py:318(decode)
      894    0.001    0.000    0.006    0.000 __init__.py:2362(<lambda>)
        1    0.001    0.001    1.459    1.459 ClusterEmcee2_newprob_mu.py:224(plotdata)
      256    0.001    0.000    0.014    0.000 patches.py:320(_set_facecolor)
     1473    0.001    0.000    0.001    0.000 {method 'index' of 'str' objects}
